bg_m,target_m,half_m,level,parents,elem_b,elem_a,node_b,node_a
  0.20000000000000E-03,  0.10000000000000E-03,  0.18000000000000E-02,  0.10000000000000E+01,  0.44812000000000E+05,  0.53872500000000E+06,  0.81723700000000E+06,  0.76960700000000E+06,  0.11604080000000E+07
