eyelid_thickness_mm,candidate_indent_mm,pre_slope_n_per_mm,post_slope_n_per_mm,slope_change_fraction,two_segment_sse_improvement,local_pre_slope_n_per_mm,local_post_slope_n_per_mm,local_slope_jump_fraction,assessment
0.8,0.375,0.5272593668555661,0.7706735349672541,0.31584601918636107,0.9663578012340654,0.6270116029877978,0.6622215746225978,0.053169472249324216,smooth_transition
1.2,0.375,0.794688110448419,1.1583768438551743,0.31396409150960664,0.9629448474220578,0.9572725782797956,1.0101066331965967,0.05230542319042268,smooth_transition
2.0,0.325,1.2468617771803143,1.9162153231242212,0.3493101938317582,0.966636856610122,1.5355748707008037,1.6363681978821942,0.06159575046241939,smooth_transition
