source_case,eyelid_thickness_mm,cornea_thickness_mm,indentation_mm,actual_indentation_mm,displacement_error_um,probe_force_n,probe_equivalent_pressure_kpa,probe_equivalent_pressure_mmhg,tangent_stiffness_n_per_mm,result_time
eyelid_1p40mm,1.4,0.6,0.775,0.7749999999999999,-1.1102230246251565e-13,0.99432361630812,67.8375851202188,508.8251385384168,1.506228766748199,1.9705882352941
eyelid_1p40mm,1.4,0.6,0.8,0.7999999999999999,-1.1102230246251565e-13,1.0318958859797,70.40094779229256,528.0519928615875,1.5028907868631989,2.0
eyelid_1p60mm,1.6,0.6,0.0,0.0,0.0,0.014600236030079,0.9960989945539537,7.471377526244384,0.5949008925235599,1.0588235294118
eyelid_1p60mm,1.6,0.6,0.025,0.024999999999999994,-6.938893903907228e-15,0.029472758343168,2.010774681442081,15.082092088643144,0.6839451843388733,1.0882352941176
eyelid_1p60mm,1.6,0.6,0.05,0.05,0.0,0.048621613228169,3.317202540451553,24.881133949772376,0.7757485068042533,1.1176470588235
eyelid_1p60mm,1.6,0.6,0.075,0.075,0.0,0.068298114169731,4.659628975466096,34.95018808198269,0.8667932195426467,1.1470588235294
eyelid_1p60mm,1.6,0.6,0.1,0.09999999999999999,-1.3877787807814457e-14,0.092137156224154,6.286044176742241,47.149339019383454,0.9333851552750667,1.1764705882353
eyelid_1p60mm,1.6,0.6,0.125,0.12499999999999999,-1.3877787807814457e-14,0.11597619827858,7.912459378018591,59.348489956785755,0.999780959863167,1.2058823529412
eyelid_1p60mm,1.6,0.6,0.15,0.15000000000000002,2.7755575615628914e-14,0.14095130241058,9.616382250464843,72.128997843303,1.0619245265001735,1.2352941176471
eyelid_1p60mm,1.6,0.6,0.175,0.175,0.0,0.16945111196278,11.560777641158538,86.71320293093817,1.1164943459533332,1.2647058823529
eyelid_1p60mm,1.6,0.6,0.2,0.2,0.0,0.19795092151498,13.50517303185223,101.2974080185733,1.165394217813133,1.2941176470588
eyelid_1p60mm,1.6,0.6,0.225,0.22500000000000003,2.7755575615628914e-14,0.22645073106718,15.449568422545923,115.88161310620845,1.2209019329161994,1.3235294117647
eyelid_1p60mm,1.6,0.6,0.25,0.25,0.0,0.25876081597815,17.653919299303354,132.41565007503152,1.2811136916721342,1.3529411764706
eyelid_1p60mm,1.6,0.6,0.275,0.275,0.0,0.29177650743704,19.906410080887376,149.31076702185217,1.3288014734804672,1.3823529411765
eyelid_1p60mm,1.6,0.6,0.3,0.3,0.0,0.32479219889594,22.158900862472084,166.20588396867797,1.3754039027335345,1.4117647058824
eyelid_1p60mm,1.6,0.6,0.325,0.325,0.0,0.35973956917146,24.54318015234339,184.08949874996915,1.4334449563789333,1.4411764705882
eyelid_1p60mm,1.6,0.6,0.35,0.35000000000000003,5.551115123125783e-14,0.39710833965376,27.092659121618322,203.21221645053572,1.4799253305191997,1.4705882352941
