case,profile,offset_mm,indent_mm,eyelid_thickness_mm,cornea_thickness_mm,mesh_size_mm,local_refine_level,local_refine_halfwidth_mm,local_target_mesh_size_mm,iop_mmhg,eyelid_material_scale,cornea_material_scale,eyelid_c10_mpa,eyelid_c01_mpa,eyelid_d1_pa_inv,cornea_c10_mpa,cornea_c01_mpa,cornea_d1_pa_inv,status,failure_reason,attempt_count,selected_attempt,np_used,returncode,started_at_utc,ended_at_utc,elapsed_seconds,timeout_seconds,ansys_error_count,views_count,artifact_pruned_files,artifact_pruned_bytes,artifact_prune_error,probe_fx_n,probe_fy_n,contact_area_m2,contact_x_center_m,pmax_pa,max_penetration_m,n_outer,inner_max_downward_m,inner_effect_area_m2,inner_area_1deg_m2,inner_area_2deg_m2,inner_area_3deg_m2,inner_face_count,inner_area_smooth_2deg_m2,inner_smooth_2deg_face_count,outer_flat_projected_area_1deg_m2,outer_flat_projected_area_2deg_m2,outer_flat_projected_area_3deg_m2,outer_flat_surface_area_2deg_m2,outer_flat_face_count_2deg,outer_flat_displacement_threshold_m,inner_flat_projected_area_1deg_m2,inner_flat_projected_area_2deg_m2,inner_flat_projected_area_3deg_m2,inner_flat_surface_area_2deg_m2,inner_flat_face_count_2deg,inner_flat_displacement_threshold_m,outer_local_max_downward_m,outer_surface_area_m2,outer_projected_area_m2,outer_break_radius_m,outer_break_method_code,outer_threshold_m,outer_area_sensitivity_fraction,outer_diameter_sensitivity_m,outer_face_count,inner_local_max_downward_m,inner_surface_area_m2,inner_projected_area_m2,inner_break_radius_m,inner_break_method_code,inner_threshold_m,inner_area_sensitivity_fraction,inner_diameter_sensitivity_m,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,probe_uy_max_m,initial_gap_m,preload_apex_uy_m,preload_clearance_m,approach_push_m,commanded_push_m,target_indent_m,preload_probe_fy_n,preload_contact_area_m2,preload_contact_count,approach_probe_fy_n,approach_contact_area_m2,approach_contact_count,preload_converged,approach_converged,indentation_converged,result_load_step,result_time,result_rst,attempt_dir,git_commit,git_dirty
eyelid_1p25mm_indent_0p28mm,thickness-custom,0.0,0.28,1.25,0.6,0.2,1,1.8,0.1,20.0,1.0,0.75,0.076,0.01,1e-07,0.0825,0.018750000000000003,1e-07,complete,,1,1,4,0,2026-08-13T14:08:40+00:00,2026-08-13T21:12:21+00:00,25418.533,86400.0,0,0,21,10472771730,,-1.4002220662515e-07,-0.18100135590385,5.8583172221349e-06,-1.577041445399e-06,46838.321614583,6.4352781616132e-06,2971,0.000261845775972762,5.36529496082103e-05,8.58554374298678e-07,2.18297329713363e-06,3.35218867302714e-06,14752.0,2.20803439697239e-06,937.0,5.32307501534193e-06,5.90379147341059e-06,6.32307092813197e-06,5.90402839887476e-06,2999.0,1.53627239359378e-05,8.79946624908064e-07,2.20803439697238e-06,3.3856745137822e-06,2.20857295338549e-06,937.0,1.30673650368081e-05,0.000265898858366516,7.09900302445704e-06,7.09650823564852e-06,0.00150295877908368,2.0,1.53627239359378e-05,0.0715489250074611,0.000109274064787502,17800.0,0.000261347300736162,6.1093561338162e-06,6.100082307782e-06,0.0013934524102355,2.0,5.22694601472323e-06,0.174846464377723,0.000254738058642835,44488.354090264,27088.741188774,-0.00052660730948899,-0.00052660730948899,0.0003,5.339269051101e-05,0.00024660730948899,0.00024660730948899,0.00052660730948899,0.00028,0.0,0.0,0,3.0656736443174e-14,0.0,0,1,1,1,3.0,3.0,eyelid_1p25mm_indent_0p28mm/attempt_1/eyelid_1p25mm_indent_0p28mm.rst,eyelid_1p25mm_indent_0p28mm/attempt_1,6ef45199bec06139538c5a68a1538ae683ea1c3b,false
