case,eyelid_thickness_mm,surface,radius_start_mm,radius_end_mm,radius_center_mm,face_count,raw_downward_median_um,local_downward_p10_um,local_downward_median_um,local_downward_p90_um,above_threshold_fraction,threshold_um
eyelid_1p00mm_indent_0p28mm,1.0,outer,4.8,4.95,4.875,143,1.2110061705766761,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,4.95,5.1,5.025,141,-0.01250838394331339,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.1,5.25,5.175,135,-0.4674877361332541,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.25,5.3999999999999995,5.324999999999999,137,-0.45485595431002734,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.3999999999999995,5.55,5.475,161,0.17642914394656786,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.55,5.7,5.625,154,1.2030359819049234,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.7,5.85,5.775,156,2.4362392327333158,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,5.85,6.0,5.925,233,4.1602829325333195,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,6.0,6.1499999999999995,6.074999999999999,199,6.191034216999903,0.0,0.0,0.0,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,6.1499999999999995,6.3,6.225,227,8.238531263133133,0.0,1.1612214241331085,1.505599216553022,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,6.3,6.45,6.375,153,9.306598195266483,1.9762909779598874,2.2292883562664585,2.5371858394067814,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,6.45,6.6,6.525,292,11.458859737833441,3.655689140356607,4.381549898833416,4.523968950403621,0.0,18.49538457047343
eyelid_1p00mm_indent_0p28mm,1.0,outer,6.6,6.75,6.675,348,13.525812694583413,5.8564791648836865,6.4485028555833885,6.667390078296444,0.0,18.49538457047343
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.15,0.3,0.22499999999999998,8,317.64534769711065,316.2825966176863,317.03216384994437,317.0786811077331,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.3,0.44999999999999996,0.375,8,313.59254210560385,312.67030263106835,312.9793582584376,313.4453007702388,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.44999999999999996,0.6,0.5249999999999999,28,307.41700637852944,303.77347789160217,306.80382253136327,310.03239440393696,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.6,0.75,0.675,36,297.3709919027539,291.9566766261128,296.7578080555876,300.12938297273394,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.75,0.8999999999999999,0.825,48,284.96150081002907,280.6823540549861,284.3483169628628,290.1237685624764,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,0.8999999999999999,1.05,0.975,56,272.8575643962809,267.4737062106509,272.2443805491147,277.99914945979174,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.05,1.2,1.125,72,259.1775049755771,253.53048208292824,258.5643211284109,263.9881710597501,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.2,1.3499999999999999,1.275,77,241.67533477018566,233.65049906613038,241.06215092301943,246.33294226428166,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.3499999999999999,1.5,1.4249999999999998,69,224.67998812142363,217.8704696362585,224.0668042742574,231.34733696307208,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.5,1.65,1.575,67,209.22661647736868,205.3214825097413,208.61343263020245,214.94433764636716,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.65,1.7999999999999998,1.7249999999999999,83,193.65289111344,186.73076815127175,193.03970726627378,196.85443249583645,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.7999999999999998,1.95,1.875,79,175.98697789254,169.06796094752775,175.37379404537378,182.4283490624118,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,1.95,2.1,2.025,82,160.66404830787673,153.5402737927972,160.0508644607105,166.34108396019673,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.1,2.25,2.175,85,143.53992137507328,138.2941022578978,142.92673752790705,149.17884656922774,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.25,2.4,2.325,71,129.71319328152669,125.85536554338708,129.10000943436046,136.63994354939376,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.4,2.55,2.4749999999999996,91,116.06136271524335,112.07935389627379,115.44817886807712,122.61795220336043,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.55,2.6999999999999997,2.625,87,104.97688638541001,97.94153847625373,104.36370253824379,107.64642878140316,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.6999999999999997,2.85,2.775,98,92.58856371519003,87.41272187095986,91.97537986802381,96.57781262577147,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,2.85,3.0,2.925,108,79.66921834331829,75.9927139369301,79.05603449615207,84.76344174498581,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.0,3.15,3.075,106,69.32731511671494,64.18243367613209,68.71413126954872,72.21262608236216,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.15,3.3,3.2249999999999996,87,60.45730229163669,55.008391742047145,59.84411844447046,62.364220574693014,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.3,3.4499999999999997,3.375,114,51.57897500726176,47.570669759248446,50.965791160095534,53.727293821031836,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.4499999999999997,3.5999999999999996,3.5249999999999995,106,43.30093539658828,38.646309577313744,42.68775154942205,44.38128028460717,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.5999999999999996,3.75,3.675,126,35.82476862970323,30.990398253287175,35.211584782537,37.37231250453059,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.75,3.9,3.825,125,27.477304098563533,24.69459036150527,26.864120251397306,30.1399520365078,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,3.9,4.05,3.9749999999999996,114,20.93782438458507,19.12689835803609,20.324640537418844,23.71021026128779,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.05,4.2,4.125,120,16.27826810131675,13.841520324260289,15.665084254150525,17.68956420494334,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.2,4.35,4.275,114,12.023324815766735,9.957462720196967,11.410140968600508,12.025336605903817,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.35,4.5,4.425,120,8.374583699166703,5.917201678137135,7.761399852000477,8.651178844693735,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.5,4.6499999999999995,4.574999999999999,145,5.124408096666934,3.405549421273699,4.511224249500708,5.67311028925382,1.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.6499999999999995,4.8,4.725,119,2.5806984843667733,1.301471004833783,1.9675146372005474,2.6950779192338667,0.03361344537815126,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.8,4.95,4.875,123,0.9424067006998972,0.0,0.3292228535336713,0.8327092873939255,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,4.95,5.1,5.025,148,-0.14591492875017273,0.0,0.0,0.0,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.1,5.25,5.175,164,-0.43266739935005766,0.0,0.0,0.0,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.25,5.3999999999999995,5.324999999999999,216,-0.01801759683334528,0.0,0.0,0.0,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.3999999999999995,5.55,5.475,152,0.512275441433372,0.0,0.0,0.06297083843353854,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.55,5.7,5.625,203,0.9021378925668302,0.03433570676053884,0.2889540454006043,0.5164316369270401,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.7,5.85,5.775,173,1.217993176700141,0.5007011192472745,0.6048093295339152,0.699257121540304,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,5.85,6.0,5.925,260,1.9257979385499304,1.1502635079706747,1.3126140913837046,1.6431719442602626,0.0,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,inner,6.0,6.1499999999999995,6.074999999999999,24,3.825752012316186,3.030694339914213,3.2125681651499605,4.219039913557323,0.9166666666666666,2.8774192267776777
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.15,0.3,0.22499999999999998,8,318.7101892236351,310.38349193191476,310.4335100707018,310.4817324229707,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.3,0.44999999999999996,0.375,16,314.1431061473684,304.01284547675516,305.86642699443513,307.64526901887007,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.44999999999999996,0.6,0.5249999999999999,28,306.92365568245333,294.47713347214165,298.64697652952003,302.15703585511864,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.6,0.75,0.675,35,294.65957707456346,283.56457977364016,286.38289792163016,293.6889881560667,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.75,0.8999999999999999,0.825,37,283.19217229764655,269.67223152758675,274.91549314471325,279.88565770098273,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,0.8999999999999999,1.05,0.975,64,268.7670516483834,253.95356230724695,260.4903724954501,266.7408349284222,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.05,1.2,1.125,81,252.31282607224324,234.17725444783673,244.0361469193099,249.4762425535665,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.2,1.3499999999999999,1.275,85,233.65772052529348,215.47557515994592,225.38104137236016,231.78379256571128,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.3499999999999999,1.5,1.4249999999999998,99,208.64657753687666,193.40516191398805,200.36989838394334,209.94939566456875,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.5,1.65,1.575,80,188.58709543367164,174.55415533027895,180.3104162807383,187.40127859009695,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.65,1.7999999999999998,1.7249999999999999,102,172.4785920735433,156.2153719150476,164.20191292060997,168.62265498799746,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.7999999999999998,1.95,1.875,78,155.8892367056684,143.6280683064457,147.61255755273507,152.89652523831106,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,1.95,2.1,2.025,89,143.7918384606901,130.49892988002992,135.51515930775676,140.7251201670941,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.1,2.25,2.175,110,130.411705446005,116.36392697912238,122.13502629307166,127.4406260926432,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.25,2.4,2.325,92,117.04775949660662,104.9400567754899,108.7710803436733,114.02613016671825,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.4,2.55,2.4749999999999996,98,105.64593442482507,94.2701026097697,97.36925527189177,102.95167995161137,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.55,2.6999999999999997,2.625,96,95.91591778921004,83.91235787956833,87.63923863627673,91.44955370049502,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.6999999999999997,2.85,2.775,106,85.28683428231837,74.52067411989495,77.01015512938505,81.34681221687345,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,2.85,3.0,2.925,98,76.35029546970344,64.27480106063068,68.07361631677011,71.93719229084539,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.0,3.15,3.075,126,67.15472337232166,55.04245302091998,58.87804421938835,62.90551728491009,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.15,3.3,3.2249999999999996,107,58.43884164050334,47.00895586442669,50.16216248757003,52.849575303467276,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.3,3.4499999999999997,3.375,129,50.4277180294867,39.349990337552654,42.151038876553386,46.01702399179926,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.4499999999999997,3.5999999999999996,3.5249999999999995,131,42.44774962950998,32.03802533697338,34.171070476576666,38.01662099249661,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.5999999999999996,3.75,3.675,112,36.03344928724341,25.93834958926168,27.756770134310095,30.221317467436272,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.75,3.9,3.825,124,30.427333895295064,19.981654785002046,22.150654742361752,24.742178536292354,1.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,3.9,4.05,3.9749999999999996,124,25.44793265522665,15.02505170082168,17.17125350229334,18.34863177416599,0.1693548387096774,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.05,4.2,4.125,131,20.596105775460035,10.166924314633361,12.319426622526722,13.48463191885998,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.2,4.35,4.275,121,16.34066287360599,6.090229226119346,8.063983720672676,8.889218373588706,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.35,4.5,4.425,148,12.374210760289095,2.214837128569719,4.097531607355781,5.229997943657215,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.5,4.6499999999999995,4.574999999999999,144,8.483474158403258,0.0,0.206795005469945,1.7781701358073874,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.6499999999999995,4.8,4.725,142,5.734313445254841,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.8,4.95,4.875,134,3.878407097871654,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,4.95,5.1,5.025,127,2.4840270664634083,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.1,5.25,5.175,175,1.3737092789733247,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.25,5.3999999999999995,5.324999999999999,136,0.8435668881150009,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.3999999999999995,5.55,5.475,141,0.8771281482034595,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.55,5.7,5.625,155,1.3443488566566897,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.7,5.85,5.775,176,2.201873176336643,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,5.85,6.0,5.925,191,3.7348659018764887,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.0,6.1499999999999995,6.074999999999999,243,5.4972939117332,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.1499999999999995,6.3,6.225,189,7.488436724633176,0.0,0.0,0.0,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.3,6.45,6.375,183,8.418674351599789,0.0,0.14199519866647492,1.5380640313201064,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.45,6.6,6.525,237,10.560133572999836,1.6019895508668882,2.2834544200665228,2.44172229263975,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.6,6.75,6.675,292,12.60983750548349,3.7516292925963683,4.333158352550176,4.535791147073373,0.0,18.239364599993543
eyelid_1p20mm_indent_0p28mm,1.2,outer,6.75,6.8999999999999995,6.824999999999999,336,14.594465318733132,5.7974635367167,6.317786165799819,6.518443974816608,0.0,18.239364599993543
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.15,0.3,0.22499999999999998,8,313.008242394956,311.31317354051305,312.1055216455894,312.19160424701636,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.3,0.44999999999999996,0.375,8,309.101910847911,307.84558557106374,308.1991900985445,308.6392110238963,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.44999999999999996,0.6,0.5249999999999999,28,303.062737865459,299.1911216429401,302.16001711609243,305.33557153388887,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.6,0.75,0.675,36,293.28992149611435,287.6807835159971,292.3872007467478,295.6171809046524,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.75,0.8999999999999999,0.825,48,281.15319650298113,276.6730215330541,280.2504757536145,285.90755567562576,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,0.8999999999999999,1.05,0.975,56,269.36183661760145,263.77070811679044,268.4591158682349,274.0677577444968,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.05,1.2,1.125,72,255.98834879627753,250.12209176522546,255.08562804691098,260.450040667853,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.2,1.3499999999999999,1.275,77,238.98731807691198,230.81939948565508,238.08459732754542,243.1838028311291,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.3499999999999999,1.5,1.4249999999999998,69,222.37886244266465,215.45129188886906,221.4761416932981,228.64956999440943,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.5,1.65,1.575,67,207.30514251923137,203.120294787978,206.40242176986482,212.5655848059158,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.65,1.7999999999999998,1.7249999999999999,83,192.0177440306467,184.91345247257686,191.11502328128014,194.84330113421814,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.7999999999999998,1.95,1.875,79,174.59310596415997,167.66355863887483,173.69038521479342,180.77502115122277,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,1.95,2.1,2.025,82,159.62014955501667,152.3480225498631,158.71742880565012,164.88684200899382,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.1,2.25,2.175,85,142.82385359751004,137.3592619540234,141.9211328481435,148.05726676963943,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.25,2.4,2.325,71,129.22179418614664,125.10015183740343,128.3190734367801,135.73567306825342,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.4,2.55,2.4749999999999996,91,115.78043631420672,111.57034810575013,114.87771556484017,121.9627759686934,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.55,2.6999999999999997,2.625,87,104.87539897164325,97.62986455547085,103.9726782222767,107.19622478766276,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.6999999999999997,2.85,2.775,98,92.65210407306841,87.23310254680243,91.74938332370186,96.2715771868517,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,2.85,3.0,2.925,108,79.89180529699163,75.96268240960573,78.98908454762508,84.61973934364946,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.0,3.15,3.075,106,69.66946190398333,64.27634896943168,68.76674115461678,72.21813505954002,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.15,3.3,3.2249999999999996,87,60.8776993496667,55.1907012323881,59.974978600300155,62.47425687534749,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.3,3.4499999999999997,3.375,114,52.079050554435,47.82484220818211,51.176329805068455,53.92805772831708,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.4499999999999997,3.5999999999999996,3.5249999999999995,106,43.87006542605336,38.959458712026844,42.96734467668681,44.64334249332182,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.5999999999999996,3.75,3.675,126,36.444482632260005,31.327353641346882,35.54176188289347,37.6800796961317,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.75,3.9,3.825,125,28.12173446764337,25.027983357884086,27.219013718276823,30.47691925189618,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,3.9,4.05,3.9749999999999996,114,21.574961483606607,19.469364174738732,20.672240734240056,24.06068805451086,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.05,4.2,4.125,120,16.885817508566603,14.161557672883385,15.983096759200057,18.016095426766896,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.2,4.35,4.275,114,12.606876881916655,10.247451283646749,11.704156132550107,12.314179056386676,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.35,4.5,4.425,120,8.899797492832985,6.106497623973488,7.9970767434664385,8.89406733916363,1.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.5,4.6499999999999995,4.574999999999999,145,5.589961308933569,3.543004820220344,4.687240559567022,5.883378657393521,0.7034482758620689,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.6499999999999995,4.8,4.725,119,2.936290814099839,1.431231735840154,2.0335700647332917,2.8387164898799857,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.8,4.95,4.875,123,1.2791272988332305,0.0,0.3764065494666833,0.9620830024067821,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,4.95,5.1,5.025,148,0.09482303860001723,0.0,0.0,0.0,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.1,5.25,5.175,164,-0.28810825546674634,0.0,0.0,0.0,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.25,5.3999999999999995,5.324999999999999,216,0.06688282540041196,0.0,0.0,0.0,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.3999999999999995,5.55,5.475,152,0.5510954120835094,0.0,0.0,0.0,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.55,5.7,5.625,203,0.9573548657333675,0.0,0.05463411636682025,0.2607105270465912,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.7,5.85,5.775,173,1.2766262900000374,0.25439883535325125,0.37390554063349013,0.49182904570720465,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,5.85,6.0,5.925,260,1.9446811153997923,0.8842526285000178,1.041960366033245,1.3612117606262488,0.0,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,inner,6.0,6.1499999999999995,6.074999999999999,260,4.020261677833677,2.858101756800322,3.11754092846713,4.140765557292823,0.4153846153846154,3.925528166399282
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.15,0.3,0.22499999999999998,8,317.37737380506815,308.77926208835896,308.7814015333012,308.80106720010787,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.3,0.44999999999999996,0.375,16,312.3778991569184,301.80946557191305,303.78192688515145,305.62390605253984,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.44999999999999996,0.6,0.5249999999999999,28,305.07015329880517,292.33267306269096,296.4741810270382,300.00087861801774,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.6,0.75,0.675,32,293.5266910386534,281.6639667214945,284.93071876688646,291.6050570999425,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.75,0.8999999999999999,0.825,36,282.86025256247694,268.6635344209117,274.26428029070996,279.11817485133304,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,0.8999999999999999,1.05,0.975,68,267.6072634840317,251.5593254887591,259.0112912122647,265.0224848861553,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.05,1.2,1.125,74,250.3282810627283,232.4803684876527,241.73230879096138,247.04868480340636,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.2,1.3499999999999999,1.275,92,231.81488056425005,212.96195626802944,223.21890829248312,230.1086523554791,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.3499999999999999,1.5,1.4249999999999998,94,206.59437322321008,191.19349938356652,197.99840095144316,207.42181515397982,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.5,1.65,1.575,83,187.21870914589334,172.27184402857242,178.62273687412642,186.67124701592311,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.65,1.7999999999999998,1.7249999999999999,87,171.41346205236667,155.11164528403899,162.81748978059974,166.57010116626097,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.7999999999999998,1.95,1.875,94,154.8834656410367,141.35185949500675,146.28749336926978,153.34710786416917,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,1.95,2.1,2.025,82,143.24504750623495,129.0618529648147,134.64907523446803,138.4255067390755,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.1,2.25,2.175,105,129.83801717265985,115.88832017416051,121.24204490089294,125.85906595669763,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.25,2.4,2.325,91,117.23529887824684,104.289881374173,108.63932660647993,113.81557439362314,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.4,2.55,2.4749999999999996,107,106.48065895032003,92.97895582682239,97.88468667855312,102.76300365793573,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.55,2.6999999999999997,2.625,96,95.15704485987831,82.75131683313644,86.56107258811139,90.69988482213475,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.6999999999999997,2.85,2.775,102,84.95550623921494,73.55929320734712,76.35953396744803,80.19902409691908,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,2.85,3.0,2.925,97,76.67161162776996,64.8284209580724,68.07563935600305,71.27400970693782,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.0,3.15,3.075,113,67.54984206983343,56.1452333838891,58.95386979806651,62.43162356441318,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.15,3.3,3.2249999999999996,106,60.064996621416654,47.79571619274985,51.46902434964974,54.18009809390802,1.0,19.185439269236113
