case,eyelid_thickness_mm,surface,radius_start_mm,radius_end_mm,radius_center_mm,face_count,raw_downward_median_um,local_downward_p10_um,local_downward_median_um,local_downward_p90_um,above_threshold_fraction,threshold_um
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.3,3.4499999999999997,3.375,129,52.56058691779334,39.584211661689146,43.96461464602642,46.34858592289573,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.4499999999999997,3.5999999999999996,3.5249999999999995,129,43.46916878378337,32.85773656398381,34.87319651201645,38.704327943371,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.5999999999999996,3.75,3.675,122,36.64779079183667,26.719117263651444,28.051818520069748,31.62863319662412,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.75,3.9,3.825,119,30.664071815296673,20.871798368810417,22.068099543529755,25.405167740792436,1.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,3.9,4.05,3.9749999999999996,126,25.738153894611656,15.985221581386423,17.14218162284474,19.682347213069743,0.19047619047619047,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.05,4.2,4.125,135,20.995567532133375,10.7717966755824,12.399595260366459,14.532951928059752,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.2,4.35,4.275,123,16.922304428539967,6.4800704005663174,8.32633215677305,9.59877408169377,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.35,4.5,4.425,134,13.085563955411498,2.672829887337924,4.489591683644582,5.4033582653868395,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.5,4.6499999999999995,4.574999999999999,155,9.441127538076675,0.0,0.8451552663097583,2.19489885749702,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.6499999999999995,4.8,4.725,137,6.393837328945863,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.8,4.95,4.875,128,4.36121847975399,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,4.95,5.1,5.025,150,2.952800315521694,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.1,5.25,5.175,131,1.8735634813833528,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.25,5.3999999999999995,5.324999999999999,157,1.3087946532999717,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.3999999999999995,5.55,5.475,151,1.1967036384100909,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.55,5.7,5.625,148,1.5972360184167163,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.7,5.85,5.775,163,2.3481590936034156,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,5.85,6.0,5.925,196,3.8069923126382794,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.0,6.1499999999999995,6.074999999999999,184,5.3925594618500075,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.1499999999999995,6.3,6.225,218,6.66418849041661,0.0,0.0,0.0,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.3,6.45,6.375,190,8.508548687250101,0.0,0.0,0.2201517002896517,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.45,6.6,6.525,284,10.523147570833395,1.3953381077028155,1.9271752990664792,2.298063553602933,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.6,6.75,6.675,284,12.43752876839996,3.6100984720231857,3.841556496633043,4.389021926853214,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.75,6.8999999999999995,6.824999999999999,216,14.262155378349856,4.972916003433158,5.666183106582939,5.7374833575331605,0.0,19.185439269236113
eyelid_1p25mm_indent_0p28mm,1.25,outer,6.8999999999999995,7.05,6.975,204,14.875199150716774,6.158302469082669,6.279226878949857,6.36364680742308,0.0,19.185439269236113
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.15,0.3,0.22499999999999998,8,298.39185877161583,296.62134133533493,297.4494515665158,297.4782940374046,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.3,0.44999999999999996,0.375,8,294.80022097929134,293.46906823479907,293.8578137741913,294.2939745388324,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.44999999999999996,0.6,0.5249999999999999,28,289.2151324887965,285.50150368959333,288.27272528369645,291.21138771946266,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.6,0.75,0.675,36,280.19892379506604,274.89775721595345,279.256516589966,282.2631081797618,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.75,0.8999999999999999,0.825,48,269.0224232741524,264.75672527121134,268.08001606905236,273.2709464525742,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,0.8999999999999999,1.05,0.975,56,258.1424172346934,252.88672377134645,257.2000100295934,262.38388503391275,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.05,1.2,1.125,72,245.80496000592467,240.31758687247176,244.86255280082463,249.77846569955042,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.2,1.3499999999999999,1.275,77,230.086636235117,222.3667960747789,229.144229030017,233.86067390138237,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.3499999999999999,1.5,1.4249999999999998,69,214.68080986090064,208.09212550028613,213.73840265580063,220.34812999008378,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.5,1.65,1.575,67,200.6267013374526,196.65315321515666,199.6842941323526,205.44375952561012,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.65,1.7999999999999998,1.7249999999999999,83,186.3651161689633,179.56968143467336,185.4227089638633,188.87316066931197,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.7999999999999998,1.95,1.875,79,170.02558609716007,163.3457294915473,169.08317889206006,175.65656263931328,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,1.95,2.1,2.025,82,155.89957932756664,148.934609267893,154.95717212246663,160.771809129118,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.1,2.25,2.175,85,139.96525679056666,134.7465152768327,139.02284958546664,144.930176614736,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.25,2.4,2.325,71,127.06254350355336,123.04261540209329,126.12013629845333,133.1046812493433,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.4,2.55,2.4749999999999996,91,114.29780480512994,110.20523024242326,113.35539760002992,120.06494883970002,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.55,2.6999999999999997,2.625,87,103.88870239359332,96.86091060336197,102.9462951884933,106.08605632533272,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.6999999999999997,2.85,2.775,98,92.21075937693166,86.9542343526433,91.26835217183162,95.62149026381103,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,2.85,3.0,2.925,108,79.96058029506332,76.08238581472929,79.01817308996328,84.44730281067994,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.0,3.15,3.075,106,70.14224089978492,64.86042143856999,69.19983369468488,72.51855583066322,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.15,3.3,3.2249999999999996,87,61.67282766826674,56.06574756205597,60.73042046316672,63.11027928108738,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.3,3.4499999999999997,3.375,114,53.116345553753334,48.91297500246568,52.173938348653316,54.85913434723818,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.4499999999999997,3.5999999999999996,3.5249999999999995,106,45.13467137769672,40.2870122191149,44.192264172596694,45.821052199776716,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.5999999999999996,3.75,3.675,126,37.87857852881668,32.775122400209895,36.936171323716664,39.019524855153264,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.75,3.9,3.825,125,29.68431385430006,26.575446001085968,28.74190664920004,31.954840939332676,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,3.9,4.05,3.9749999999999996,114,23.157338839451718,21.028676394374557,22.214931634351696,25.62771580735565,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.05,4.2,4.125,120,18.468285135900132,15.693552561666584,17.525877930800114,19.57393633802995,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.2,4.35,4.275,114,14.142078677333286,11.71561316367991,13.199671472233264,13.83095733959313,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.35,4.5,4.425,121,10.352359593399909,7.4057735346333065,9.409952388299887,10.321665950366668,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.5,4.6499999999999995,4.574999999999999,144,6.87967651448343,4.715337922423413,5.937269309383408,7.185916950596663,1.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.6499999999999995,4.8,4.725,119,4.01823947769977,2.4181208105466743,3.0758322725997487,3.973447792913251,0.907563025210084,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.8,4.95,4.875,123,2.1871427412336124,0.5852703155399559,1.2447355361335912,1.9482249498265283,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,4.95,5.1,5.025,148,0.8208853809998613,0.0,0.0,0.21068626254326586,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.1,5.25,5.175,164,0.18148807704983574,0.0,0.0,0.0,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.25,5.3999999999999995,5.324999999999999,216,0.32016106573350134,0.0,0.0,0.0,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.3999999999999995,5.55,5.475,152,0.7293477620332403,0.0,0.0,0.0,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.55,5.7,5.625,201,1.0806326477996904,0.0,0.13822544269966908,0.3444617103335895,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.7,5.85,5.775,175,1.388436540599846,0.32289284957989955,0.4460293354998247,0.5707229644067844,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,5.85,6.0,5.925,260,2.042731581133406,0.9702171236301502,1.100324376033385,1.4283336672167928,0.0,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,inner,6.0,6.1499999999999995,6.074999999999999,24,3.7556940900330957,2.5985379453566297,2.813286884933075,3.752387815580049,0.9166666666666666,2.3959449731427247
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.15,0.3,0.22499999999999998,8,312.28668594978336,303.06420551359685,303.1050129983503,303.1257783167305,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.3,0.44999999999999996,0.375,16,306.4210784884833,295.2686067529671,297.2394055370502,299.2027917298171,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.44999999999999996,0.6,0.5249999999999999,28,298.8925137112167,285.6687969289136,289.71084075978365,293.34604269418674,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.6,0.75,0.675,28,288.03582037161664,275.64644444841696,278.8541474201835,284.92733701339034,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.75,0.8999999999999999,0.825,36,277.2908762133335,264.1726686857003,268.10920326190035,274.0081891915334,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,0.8999999999999999,1.05,0.975,64,261.99676978365005,247.31240675715026,252.8150968322169,259.35881586555035,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.05,1.2,1.125,70,245.64451914713334,230.7258373066435,236.4628461957002,243.50599551266035,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.2,1.3499999999999999,1.275,93,227.30147137789987,210.3087613296471,218.11979842646676,224.8424547435135,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.3499999999999999,1.5,1.4249999999999998,84,205.53441779861672,186.91267075774024,196.3527448471836,204.65203359769697,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.5,1.65,1.575,82,185.6964630171334,168.90103023705674,176.51479006570025,183.85270032093032,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.65,1.7999999999999998,1.7249999999999999,88,167.4161702036667,153.08540257613356,158.23449725223355,165.70871821430035,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.7999999999999998,1.95,1.875,91,153.35369679816665,137.72466488666709,144.17202384673354,148.25916735103362,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,1.95,2.1,2.025,90,139.7560733239334,126.01195038020684,130.5744003725003,135.44603932177694,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.1,2.25,2.175,93,127.44486742063314,114.01045169507324,118.26319446920003,122.79303510568042,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.25,2.4,2.325,89,116.60391488063681,102.8220345325404,107.4222419292037,110.95896151280024,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.4,2.55,2.4749999999999996,94,106.00425578965826,93.19757661587425,96.82258283822514,100.59870991354369,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.55,2.6999999999999997,2.625,110,95.13651038118161,82.176970998145,85.9548374297485,90.04019120279949,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.6999999999999997,2.85,2.775,92,85.52288362875001,72.93961088797583,76.3412106773169,80.2252622146688,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,2.85,3.0,2.925,115,76.92510340723659,63.975231852303004,67.74343045580348,71.0825235349429,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.0,3.15,3.075,111,67.82472574544656,55.50302256723014,58.64305279401345,62.3519616657802,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.15,3.3,3.2249999999999996,97,60.0864457052868,49.100979904741564,50.90477275385369,54.812206345664215,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.3,3.4499999999999997,3.375,120,53.50517630537999,41.56074749039419,44.323503353946876,46.91681931922427,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.4499999999999997,3.5999999999999996,3.5249999999999995,115,46.52335072305338,34.31566217818026,37.341677771620276,39.44059279280756,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.5999999999999996,3.75,3.675,107,40.78787860039342,28.875222055186256,31.606205648960312,33.2549979721729,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.75,3.9,3.825,131,34.808316668493184,23.062880433920235,25.626643717060077,27.39073761248354,1.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,3.9,4.05,3.9749999999999996,137,28.62401648703677,16.914136488798178,19.442343535603662,21.470582035286156,0.8540145985401459,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.05,4.2,4.125,137,23.774084006199953,12.285865649204204,14.592411054766844,16.676537021848905,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.2,4.35,4.275,138,18.840464235968383,8.329954296593888,9.658791284535273,11.653741655419276,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.35,4.5,4.425,129,14.581889399766673,4.626307717984878,5.400216448333564,7.28281341041086,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.5,4.6499999999999995,4.574999999999999,131,11.652387101489985,1.3959923963408958,2.4707141500568763,3.9650645535335602,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.6499999999999995,4.8,4.725,125,9.022376137043016,0.0,0.0,0.6982881202969493,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.8,4.95,4.875,134,6.826772346792771,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,4.95,5.1,5.025,145,4.94961141369834,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.1,5.25,5.175,152,3.402107837771826,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.25,5.3999999999999995,5.324999999999999,151,2.516169490269951,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.3999999999999995,5.55,5.475,138,2.236017511248389,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.55,5.7,5.625,146,2.321121410973269,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.7,5.85,5.775,184,2.925719292163297,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,5.85,6.0,5.925,157,3.9094770781832393,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.0,6.1499999999999995,6.074999999999999,166,5.046341798651643,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.1499999999999995,6.3,6.225,236,6.536304857481727,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.3,6.45,6.375,208,8.468994467450095,0.0,0.0,0.0,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.45,6.6,6.525,174,9.432950518533321,0.0,0.251277567100213,1.3899881060301928,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.6,6.75,6.675,230,11.209601266033253,1.508716871373504,2.0279283146001443,2.2831304900598544,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.75,6.8999999999999995,6.824999999999999,300,13.209646659133387,3.464741509727043,4.027973707700279,4.19708559989357,0.0,17.315743303441007
eyelid_1p40mm_indent_0p28mm,1.4,outer,6.8999999999999995,7.05,6.975,340,14.796312697866487,5.31274203018036,5.614639746433378,5.9392209983568,0.0,17.315743303441007
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.15,0.3,0.22499999999999998,8,289.1106336956048,287.14943333237443,287.9376035303043,287.96129881851857,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.3,0.44999999999999996,0.375,8,285.68531329960103,284.13175098175725,284.51228313430045,284.943297252163,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.44999999999999996,0.6,0.5249999999999999,28,280.4138624699822,276.5956966738421,279.24083230468165,281.9912413132951,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.6,0.75,0.675,36,271.8457185196802,266.5439562944764,270.6726883543796,273.5412382331215,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.75,0.8999999999999999,0.825,48,261.2326687685779,256.9205000729782,260.05963860327745,265.0147161121996,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,0.8999999999999999,1.05,0.975,56,250.95404200114825,245.67626015011348,249.78101183584772,254.68733726392986,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.05,1.2,1.125,72,239.24858923224383,233.7535897963995,238.0755590669433,242.76159773458448,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.2,1.3499999999999999,1.275,76,224.43571278346252,216.9407748408288,223.262682618162,227.62902892498244,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.3499999999999999,1.5,1.4249999999999998,70,209.8799977320582,203.11927120824637,208.70696756675767,215.12017601637103,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.5,1.65,1.575,67,196.3271761977383,192.1465606312817,195.15414603243778,200.58865400743886,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.65,1.7999999999999998,1.7249999999999999,83,182.60833770779334,175.82143719748078,181.4353075424928,184.78815352061412,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.7999999999999998,1.95,1.875,79,166.9296187600767,160.21361621447483,165.75658859477616,172.02343965461344,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,1.95,2.1,2.025,82,153.32934329789833,146.3546484338182,152.1563131325978,157.7991981068885,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.1,2.25,2.175,85,137.95765924936666,132.67425151244552,136.78462908406613,142.43091042115813,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.25,2.4,2.325,71,125.4576184508733,121.42107820368275,124.28458828557277,131.09641329263277,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.4,2.55,2.4749999999999996,91,113.11935551894665,108.93361975836618,111.94632535364612,118.49886938361281,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.55,2.6999999999999997,2.625,87,103.07872672590324,95.98554099666482,101.9056965606027,104.89364127090677,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.6999999999999997,2.85,2.775,98,91.70783413378831,86.3365016494178,90.53480396848778,94.76931906805446,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,2.85,3.0,2.925,108,79.79655770664169,75.77051574196383,78.62352754134116,83.89412349207416,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.0,3.15,3.075,106,70.21749348339159,64.80690326770605,69.04446331809106,72.27491387267273,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.15,3.3,3.2249999999999996,87,61.95029733137335,56.213839216884104,60.777267166072825,63.09859986681748,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.3,3.4499999999999997,3.375,114,53.575926045683374,49.18346023337474,52.40289588038285,55.03049441265319,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.4499999999999997,3.5999999999999996,3.5249999999999995,106,45.75141277494667,40.741908178446195,44.57838260964615,46.159394000764514,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.5999999999999996,3.75,3.675,126,38.615965045556635,33.32368944424283,37.442934880256104,39.48192569691112,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.75,3.9,3.825,126,30.507442338801855,27.175494079854445,29.33441217350133,32.520207308482796,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,3.9,4.05,3.9749999999999996,113,24.03522294424005,21.691999302258115,22.862192778939527,26.23344973400341,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.05,4.2,4.125,120,19.378817620816555,16.35978038314603,18.20578745551603,20.24048970636599,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.2,4.35,4.275,114,15.034475777799894,12.375519285236246,13.861445612499368,14.494556733932813,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.35,4.5,4.425,124,11.16722454778333,8.019882641552897,9.994194382482807,10.95349931601625,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.5,4.6499999999999995,4.574999999999999,141,7.586728386466992,5.215911089133211,6.413698221166467,7.737318759066299,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.6499999999999995,4.8,4.725,119,4.686215675299941,2.841888909919585,3.513185509999416,4.460695844273055,1.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.8,4.95,4.875,123,2.802949561133382,0.8716713098460248,1.6299193958328566,2.299447162799287,0.07317073170731707,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,4.95,5.1,5.025,148,1.2780023785165024,0.0,0.10497221321597705,0.46606865850968004,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.1,5.25,5.175,164,0.48547924316646573,0.0,0.0,0.0,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.25,5.3999999999999995,5.324999999999999,216,0.5105095268666693,0.0,0.0,0.0,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.3999999999999995,5.55,5.475,152,0.8666403745498028,0.0,0.0,0.0,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.55,5.7,5.625,201,1.1958598426665272,0.0,0.022829677366001944,0.21480968549932022,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.7,5.85,5.775,175,1.4661354864999379,0.18610917499302732,0.29310532119941257,0.39951629087972557,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,5.85,6.0,5.925,260,2.1431505322167066,0.7935081982394544,0.9701203669161811,1.2580690372562817,0.0,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,inner,6.0,6.1499999999999995,6.074999999999999,24,3.878938232433713,2.529610576206118,2.705908067133188,3.635891654175678,0.9166666666666666,2.375293880594349
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.15,0.3,0.22499999999999998,8,309.29919416738323,299.82904448586015,299.8486057156166,299.86719544161997,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.3,0.44999999999999996,0.375,16,303.8497627613333,292.61973661213347,294.39917430956666,296.1710110589498,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.44999999999999996,0.6,0.5249999999999999,28,296.7663883785332,283.24978591546665,287.31579992676654,290.76106964624023,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.6,0.75,0.675,32,285.5867654201334,272.92559041671694,276.1361769683668,282.65323063314656,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.75,0.8999999999999999,0.825,36,275.1117749743168,259.9364805762667,265.66118652255017,270.7206221536501,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,0.8999999999999999,1.05,0.975,68,260.6129601769333,243.8439456013999,251.16237172516668,257.10257982722004,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.05,1.2,1.125,72,245.07735673583338,225.7129856552404,235.62676828406674,239.26472176528975,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.2,1.3499999999999999,1.275,86,226.06893740903314,209.83928162423345,216.6183489572665,223.45990275941688,1.0,16.366940244764972
