iop_mmhg,preload_apex_uy_um,approach_push_mm,probe_force_n,probe_pressure_mmhg,delta_force_from_zero_n,delta_probe_pressure_from_zero_mmhg,outer_ae_mm2,inner_ac_5deg_mm2,kgeo_5deg,calculated_iop_using_state_ac_mmhg,signed_error_mmhg,relative_error_percent,git_commit
0,0.0,0.30000000423558,0.16191409651865,82.85628666682999,0.0,0.0,13.117809389934731,5.956870681344401,2.2021309663506385,0.0,0.0,0,447b349f41d1ef26cdb6a3d587fca974735e715a
10,27.637525806324,0.27236247419368,0.17046940635356,87.23429463183263,0.008555309834910013,4.378007965002638,12.887659660875398,5.591276446836405,2.3049584085879626,11.476856643670917,1.4768566436709172,14.768566436709172,4e4bd74097213d4ac49123664f84762d867e0e3b
20,53.93889241981,0.24606110758019,0.17573429978338,89.92849809324173,0.013820203264730019,7.072211426411741,12.956443394071282,5.344842004794155,2.424102224621375,19.39446208531932,-0.6055379146806814,-3.027689573403407,371ed27d6a624be7352eb57688f978cbe4b03e2c
30,79.872831857724,0.22012716814228,0.17849817115999,91.34285375475923,0.016584074641340013,8.486567087929245,12.986023063029169,5.219701537987779,2.4878861307528597,23.83108155726338,-6.168918442736619,-20.56306147578873,4e4bd74097213d4ac49123664f84762d867e0e3b
