case,profile,offset_mm,indent_mm,mesh_size_mm,probe_fx_n,probe_fy_n,probe_force_n,contact_area_m2,contact_area_mm2,contact_x_center_m,contact_x_center_mm,pmax_pa,max_penetration_m,max_penetration_mm,n_outer,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,commanded_push_m,attempt_count,elapsed_seconds,git_commit
offset_0p00mm_indent_0p00mm,smoke,0.0,0.0,0.3,6.9564176543502e-08,-0.018270499961354,0.018270499961354,9.8490788724703e-07,0.9849078872470299,2.6784241272945e-06,0.0026784241272945,20685.556640625,7.6716784557599e-06,0.007671678455759901,44.0,15921.439392788,14756.016906754,-5e-05,5e-05,1.0,595.981,649550f6769316eba99733421b09090da5d1a292
offset_0p00mm_indent_0p80mm,smoke,0.0,0.8,0.3,-0.00011296217746043,-0.7491973108698,0.7491973108698,1.3870182413056e-05,13.870182413056,3.5522053011323e-06,0.0035522053011322998,108888.61458333,6.2924525536801e-06,0.0062924525536801005,860.0,119785.77494214,102169.66361088,-0.00085,0.0008500000000000001,1.0,1256.287,649550f6769316eba99733421b09090da5d1a292
offset_2p00mm_indent_0p40mm,smoke,2.0,0.4,0.3,-0.015302097673098,-0.25757980596744,0.25757980596744,4.1081482615724e-06,4.108148261572399,0.00079511228790704,0.7951122879070399,223314.63020833,1.5755206428973e-05,0.015755206428973,240.0,88405.262591284,77238.187010796,-0.00045,0.00045000000000000004,1.0,1071.818,649550f6769316eba99733421b09090da5d1a292
offset_2p00mm_indent_0p80mm,smoke,2.0,0.8,0.3,-0.053538337210867,-0.55893254646076,0.55893254646076,7.5940044439449e-06,7.5940044439448995,0.0013365342493151,1.3365342493151,390443.16145833,1.2843148700388e-05,0.012843148700388,407.0,151852.33102194,145080.96007686,-0.00085,0.0008500000000000001,1.0,1244.868,649550f6769316eba99733421b09090da5d1a292
