bg_m,target_m,half_m,level,parents,elem_b,elem_a,node_b,node_a
  0.20000000000000E-03,  0.50000000000000E-04,  0.18000000000000E-02,  0.20000000000000E+01,  0.35131200000000E+06,  0.53872500000000E+06,  0.28806530000000E+07,  0.76960700000000E+06,  0.39861390000000E+07
