state,indent_mm,probe_force_n,probe_total_equivalent_pressure_mmhg,historical_zero_reference_force_n_preflight_only,historical_zero_reference_pressure_mmhg_preflight_only,delta_force_n_preflight_only,delta_probe_pressure_mmhg_preflight_only,provisional_ksensor,provisional_iop_calc_mmhg,provisional_iop_error_mmhg,expected_force_n,force_relative_error_vs_prediction,outer_ae_lower_mm2,inner_ac_5deg_mm2,kgeo_5deg,formal_ksensor_ready
primary_0p26,0.259875,0.16349733912426,83.66624806633783,0.14603312233755,74.72931061042806,0.017464216786710007,8.936937455909767,4.475806191700382,40.054862156079714,0.05486215607971445,0.1634877467118688,5.8673586150238636e-05,13.098559607262061,4.552776604011648,2.8770486115484672,False
sensitivity_0p28,0.27999999999999997,0.18075910336111,92.49958478263325,0.16191409651865,82.8560577029981,0.018845006842460016,9.643527079635152,4.147859975886886,40.30533053164265,0.3053305316426531,0.18070218681959865,0.0003149742817898242,13.064304407254397,4.978204699133277,2.624300364653333,False
