record_type,source_file,case_id,state,eyelid_thickness_mm,cornea_thickness_mm,p_iop_mmhg,p_iop_pa,p_probe_delta_mmhg,p_probe_delta_pa,p_probe_absolute_mmhg,probe_force_n,probe_force_delta_n,probe_displacement_mm,eyelid_modulus_scale,cornea_modulus_scale,corneal_radius_mm,probe_area_mm2,corneal_applanation_area_mm2,contact_force_n,eyelid_displacement_mm,corneal_displacement_mm,tangent_stiffness_n_per_mm,source_status,assumption_note
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h1.6_iop0,sensitivity_0p28,1.6,0.6,0.0,0.0,0.0,0.0,106.75348917533636,0.20861295437414,0.0,0.28,1.0,0.75,7.8,14.65741468458854,,,,,,validated,independent zero-IOP FE baseline
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h1.6_iop20.0,sensitivity_0p28,1.6,0.6,20.0,2666.44,7.371988556984132,982.8482583942384,114.1254777323205,0.22301896886945,0.0144060144953099,0.28,1.0,0.75,7.8,14.65741468458854,4.5786135236887615,,,,,validated,20-mmHg FE endpoint paired with independent zero baseline
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h1.8_iop0,sensitivity_0p28,1.8,0.6,0.0,0.0,0.0,0.0,120.1110867003934,0.23471578159383,0.0,0.28,1.0,0.75,7.8,14.65741468458854,,,,,,validated,independent zero-IOP FE baseline
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h1.8_iop20.0,sensitivity_0p28,1.8,0.6,20.0,2666.44,7.220546598725406,962.6577136352686,127.3316332991188,0.2488258549019,0.01411007330807,0.28,1.0,0.75,7.8,14.65741468458854,4.357146846216153,,,,,validated,20-mmHg FE endpoint paired with independent zero baseline
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h2.0_iop0,sensitivity_0p28,2.0,0.6,0.0,0.0,0.0,0.0,132.85542559478,0.25962020587861,0.0,0.28,1.0,0.75,7.8,14.65741468458854,,,,,,validated,independent zero-IOP FE baseline
thickness_pressure_endpoint,thick/experiments/geometric_observable_5deg/iop_from_material_baseline/iop_from_kgeo_material_baseline_full9.csv,h2.0_iop20.0,sensitivity_0p28,2.0,0.6,20.0,2666.44,6.799570877840013,906.5323885753862,139.65499647262,0.27290762702297,0.0132874211443599,0.28,1.0,0.75,7.8,14.65741468458854,3.952422487603536,,,,,validated,20-mmHg FE endpoint paired with independent zero baseline
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.0,loading_path_0p8,0.8,0.6,20.0,2666.44,,,10.115857019804428,0.01976796107771,,0.0,,,7.8,14.65741468458854,,,,,0.42118561765648,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.025,loading_path_0p8,0.8,0.6,20.0,2666.44,,,15.504189016035449,0.030297601519122,,0.0249999999999999,,,7.8,14.65741468458854,,,,,0.4471989038823333,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.05,loading_path_0p8,0.8,0.6,20.0,2666.44,,,21.529358769986672,0.042071722184284,,0.05,,,7.8,14.65741468458854,,,,,0.4749039375130666,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.075,loading_path_0p8,0.8,0.6,20.0,2666.44,,,27.640781758776164,0.054014395112074,,0.075,,,7.8,14.65741468458854,,,,,0.5031770367978265,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.1,loading_path_0p8,0.8,0.6,20.0,2666.44,,,34.43264693351753,0.067286758111718,,0.0999999999999999,,,7.8,14.65741468458854,,,,,0.5247339008479933,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.125,loading_path_0p8,0.8,0.6,20.0,2666.44,,,41.22451210825889,0.080559121111362,,0.1249999999999999,,,7.8,14.65741468458854,,,,,0.5473957394529534,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.15,loading_path_0p8,0.8,0.6,20.0,2666.44,,,48.22393350383312,0.094237081312195,,0.15,,,7.8,14.65741468458854,,,,,0.5695822530222667,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.175,loading_path_0p8,0.8,0.6,20.0,2666.44,,,55.8673113794286,0.10917343282954,,0.175,,,7.8,14.65741468458854,,,,,0.5890647852503532,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.2,loading_path_0p8,0.8,0.6,20.0,2666.44,,,63.5106892550215,0.12410978434688,,0.2,,,7.8,14.65741468458854,,,,,0.6067385972679665,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.225,loading_path_0p8,0.8,0.6,20.0,2666.44,,,71.15406713061952,0.13904613586423,,0.225,,,7.8,14.65741468458854,,,,,0.6270270290412664,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.25,loading_path_0p8,0.8,0.6,20.0,2666.44,,,79.5101212714368,0.1553751678677,,0.25,,,7.8,14.65741468458854,,,,,0.6490348194394,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.275,loading_path_0p8,0.8,0.6,20.0,2666.44,,,87.99815249841298,0.17196210366491,,0.275,,,7.8,14.65741468458854,,,,,0.6668123593927999,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.3,loading_path_0p8,0.8,0.6,20.0,2666.44,,,96.48618372538402,0.18854903946211,,0.3,,,7.8,14.65741468458854,,,,,0.6849759447206005,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.325,loading_path_0p8,0.8,0.6,20.0,2666.44,,,105.36217936322085,0.20589411817874,,0.325,,,7.8,14.65741468458854,,,,,0.7077558258675334,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.35,loading_path_0p8,0.8,0.6,20.0,2666.44,,,114.72449658649916,0.22418954506196,,0.35,,,7.8,14.65741468458854,,,,,0.7260461705131332,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.375,loading_path_0p8,0.8,0.6,20.0,2666.44,,,124.0868138097826,0.24248497194519,,0.375,,,7.8,14.65741468458854,,,,,0.7458551375146666,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.4,loading_path_0p8,0.8,0.6,20.0,2666.44,,,133.49248092484586,0.26086511127263,,0.4,,,7.8,14.65741468458854,,,,,0.7716722633734664,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.425,loading_path_0p8,0.8,0.6,20.0,2666.44,,,143.8456528175484,0.28109682259527,,0.425,,,7.8,14.65741468458854,,,,,0.7969246396040669,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.45,loading_path_0p8,0.8,0.6,20.0,2666.44,,,154.19882471024576,0.3013285339179,,0.45,,,7.8,14.65741468458854,,,,,0.8189058525057329,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.475,loading_path_0p8,0.8,0.6,20.0,2666.44,,,164.55199660294318,0.32156024524053,,0.475,,,7.8,14.65741468458854,,,,,0.8435139699319996,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.5,loading_path_0p8,0.8,0.6,20.0,2666.44,,,175.64493034577117,0.34323756650323,,0.5,,,7.8,14.65741468458854,,,,,0.873455405583799,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.525,loading_path_0p8,0.8,0.6,20.0,2666.44,,,187.1472468600229,0.36571488549974,,0.5249999999999999,,,7.8,14.65741468458854,,,,,0.8954742270243994,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.55,loading_path_0p8,0.8,0.6,20.0,2666.44,,,198.6495633742797,0.38819220449626,,0.5499999999999999,,,7.8,14.65741468458854,,,,,0.9095573476207336,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.575,loading_path_0p8,0.8,0.6,20.0,2666.44,,,210.2835059354663,0.41092674130116,,0.575,,,7.8,14.65741468458854,,,,,0.9236273815840004,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.6,loading_path_0p8,0.8,0.6,20.0,2666.44,,,222.3258267448399,0.43445931284492,,0.6,,,7.8,14.65741468458854,,,,,0.9359826301580002,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.625,loading_path_0p8,0.8,0.6,20.0,2666.44,,,234.3681475542135,0.45799188438868,,0.625,,,7.8,14.65741468458854,,,,,0.935756055536066,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.65,loading_path_0p8,0.8,0.6,20.0,2666.44,,,246.4104683635871,0.48152445593244,,0.6499999999999999,,,7.8,14.65741468458854,,,,,0.9236352567714,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.675,loading_path_0p8,0.8,0.6,20.0,2666.44,,,258.02701917300845,0.50422500654405,,0.6749999999999999,,,7.8,14.65741468458854,,,,,0.9104872716707356,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.7,loading_path_0p8,0.8,0.6,20.0,2666.44,,,269.5647236861413,0.52677147920526,,0.7,,,7.8,14.65741468458854,,,,,0.8977315621592017,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.725,loading_path_0p8,0.8,0.6,20.0,2666.44,,,281.10242819927413,0.54931795186647,,0.725,,,7.8,14.65741468458854,,,,,0.8799340015356004,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.75,loading_path_0p8,0.8,0.6,20.0,2666.44,,,292.2444735854712,0.5710912449339,,0.75,,,7.8,14.65741468458854,,,,,0.8567023142107987,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.775,loading_path_0p8,0.8,0.6,20.0,2666.44,,,302.8905518970602,0.59189534104575,,0.7749999999999999,,,7.8,14.65741468458854,,,,,0.8386251575111985,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_0p80mm_s0.8,loading_path_0p8,0.8,0.6,20.0,2666.44,,,313.5366302086492,0.6126994371576,,0.7999999999999999,,,7.8,14.65741468458854,,,,,0.8321638444739979,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.0,loading_path_0p8,1.0,0.6,20.0,2666.44,,,9.465501095647618,0.018497064250064,,0.0,,,7.8,14.65741468458854,,,,,0.47797135666584,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.025,loading_path_0p8,1.0,0.6,20.0,2666.44,,,15.580307125195024,0.03044634816671,,0.0249999999999999,,,7.8,14.65741468458854,,,,,0.5179931473645933,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.05,loading_path_0p8,1.0,0.6,20.0,2666.44,,,22.683595501763413,0.044327280635096,,0.05,,,7.8,14.65741468458854,,,,,0.55748234473132,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.075,loading_path_0p8,1.0,0.6,20.0,2666.44,,,29.89348896338545,0.058416536053075,,0.075,,,7.8,14.65741468458854,,,,,0.5973890022376334,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.1,loading_path_0p8,1.0,0.6,20.0,2666.44,,,37.94437809598546,0.074149228073397,,0.0999999999999999,,,7.8,14.65741468458854,,,,,0.6347235487462201,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.125,loading_path_0p8,1.0,0.6,20.0,2666.44,,,46.174797930820105,0.090232751064054,,0.1249999999999999,,,7.8,14.65741468458854,,,,,0.6690685241174534,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.15,loading_path_0p8,1.0,0.6,20.0,2666.44,,,55.12334057459276,0.10771959793605,,0.15,,,7.8,14.65741468458854,,,,,0.6947991526159935,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.175,loading_path_0p8,1.0,0.6,20.0,2666.44,,,64.07188321836233,0.12520644480804,,0.175,,,7.8,14.65741468458854,,,,,0.7229660426925733,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.2,loading_path_0p8,1.0,0.6,20.0,2666.44,,,73.37971938785813,0.14339540722181,,0.2,,,7.8,14.65741468458854,,,,,0.7512272972041999,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.225,loading_path_0p8,1.0,0.6,20.0,2666.44,,,83.41292173192689,0.16300184818218,,0.225,,,7.8,14.65741468458854,,,,,0.7748077814373333,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.25,loading_path_0p8,1.0,0.6,20.0,2666.44,,,93.44612407599053,0.18260828914254,,0.25,,,7.8,14.65741468458854,,,,,0.7982677571346672,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.275,loading_path_0p8,1.0,0.6,20.0,2666.44,,,103.47932642005928,0.20221473010291,,0.275,,,7.8,14.65741468458854,,,,,0.8273222986412669,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.3,loading_path_0p8,1.0,0.6,20.0,2666.44,,,114.58793829102515,0.22392268887128,,0.3,,,7.8,14.65741468458854,,,,,0.8574111442144005,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.325,loading_path_0p8,1.0,0.6,20.0,2666.44,,,125.77594281162438,0.24578579324963,,0.325,,,7.8,14.65741468458854,,,,,0.8816063753700665,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.35,loading_path_0p8,1.0,0.6,20.0,2666.44,,,136.96394733222357,0.26764889762798,,0.35,,,7.8,14.65741468458854,,,,,0.9060353094852666,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.375,loading_path_0p8,1.0,0.6,20.0,2666.44,,,148.77497055998458,0.29072947765172,,0.375,,,7.8,14.65741468458854,,,,,0.9365915609774002,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.4,loading_path_0p8,1.0,0.6,20.0,2666.44,,,161.13571617641742,0.31488430089198,,0.4,,,7.8,14.65741468458854,,,,,0.9612474909287332,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.425,loading_path_0p8,1.0,0.6,20.0,2666.44,,,173.4964617928503,0.33903912413224,,0.425,,,7.8,14.65741468458854,,,,,0.987510497128534,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.45,loading_path_0p8,1.0,0.6,20.0,2666.44,,,186.0273204613576,0.36352637478677,,0.45,,,7.8,14.65741468458854,,,,,1.0212809011175334,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.475,loading_path_0p8,1.0,0.6,20.0,2666.44,,,199.6841655221572,0.39021397832621,,0.475,,,7.8,14.65741468458854,,,,,1.0528351223447334,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.5,loading_path_0p8,1.0,0.6,20.0,2666.44,,,213.34101058295164,0.41690158186564,,0.5,,,7.8,14.65741468458854,,,,,1.078049070220665,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.525,loading_path_0p8,1.0,0.6,20.0,2666.44,,,226.9978556437512,0.44358918540508,,0.5249999999999999,,,7.8,14.65741468458854,,,,,1.1030144141025326,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.55,loading_path_0p8,1.0,0.6,20.0,2666.44,,,241.464124018513,0.471858528241,,0.5499999999999999,,,7.8,14.65741468458854,,,,,1.131855244579801,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.575,loading_path_0p8,1.0,0.6,20.0,2666.44,,,256.2278727565287,0.50070919406623,,0.575,,,7.8,14.65741468458854,,,,,1.1480136257991345,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.6,loading_path_0p8,1.0,0.6,20.0,2666.44,,,270.99162149454446,0.52955985989146,,0.6,,,7.8,14.65741468458854,,,,,1.143298699358467,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.625,loading_path_0p8,1.0,0.6,20.0,2666.44,,,285.5912952465524,0.55808989762449,,0.625,,,7.8,14.65741468458854,,,,,1.1303929145156657,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.65,loading_path_0p8,1.0,0.6,20.0,2666.44,,,299.85972327210976,0.58597262958651,,0.6499999999999999,,,7.8,14.65741468458854,,,,,1.1196246502875329,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.675,loading_path_0p8,1.0,0.6,20.0,2666.44,,,314.1281512976672,0.61385536154853,,0.6749999999999999,,,7.8,14.65741468458854,,,,,1.1142384339796678,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.7,loading_path_0p8,1.0,0.6,20.0,2666.44,,,328.39657932322456,0.64173809351055,,0.7,,,7.8,14.65741468458854,,,,,1.1120176893430682,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.725,loading_path_0p8,1.0,0.6,20.0,2666.44,,,342.58280987413104,0.6694601987974,,0.725,,,7.8,14.65741468458854,,,,,1.0986036200251337,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.75,loading_path_0p8,1.0,0.6,20.0,2666.44,,,356.7629721550951,0.6971704457391,,0.75,,,7.8,14.65741468458854,,,,,1.0747504725706651,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.775,loading_path_0p8,1.0,0.6,20.0,2666.44,,,370.0900088447265,0.72321355232375,,0.7749999999999999,,,7.8,14.65741468458854,,,,,1.0516515716609989,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p00mm_s0.8,loading_path_0p8,1.0,0.6,20.0,2666.44,,,383.3866753676765,0.7491973108698,,0.7999999999999999,,,7.8,14.65741468458854,,,,,1.0393503418420016,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.0,loading_path_0p8,1.2,0.6,20.0,2666.44,,,8.906084891494597,0.017403877807404,,0.0,,,7.8,14.65741468458854,,,,,0.53075493413356,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.025,loading_path_0p8,1.2,0.6,20.0,2666.44,,,15.696164309832843,0.030672751160743,,0.0249999999999999,,,7.8,14.65741468458854,,,,,0.5852862849131266,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.05,loading_path_0p8,1.2,0.6,20.0,2666.44,,,23.82697439031373,0.046561621168151,,0.05,,,7.8,14.65741468458854,,,,,0.6412969264271733,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.075,loading_path_0p8,1.2,0.6,20.0,2666.44,,,32.1213910000637,0.062770203830287,,0.075,,,7.8,14.65741468458854,,,,,0.6966554409775467,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.1,loading_path_0p8,1.2,0.6,20.0,2666.44,,,41.706481340710205,0.081500964101936,,0.0999999999999999,,,7.8,14.65741468458854,,,,,0.7374014907610134,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.125,loading_path_0p8,1.2,0.6,20.0,2666.44,,,51.2915716813593,0.10023172437359,,0.1249999999999999,,,7.8,14.65741468458854,,,,,0.7796553379287134,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
force_displacement,thick/experiments/probe_force_curve_0p8/probe_force_curve.csv,eyelid_1p20mm_s0.15,loading_path_0p8,1.2,0.6,20.0,2666.44,,,61.25935391291433,0.119710324239,,0.15,,,7.8,14.65741468458854,,,,,0.8205628028870271,accepted_loading_path,metadata omits IOP; linked study report identifies the source sweep as IOP=20 mmHg
