eyelid_thickness_mm,window_min_mm,window_max_mm,n_window_points,coupled_local_linear_stiffness_n_per_mm,coupled_local_linear_stiffness_se,coupled_local_linear_stiffness_ci95_low,coupled_local_linear_stiffness_ci95_high,coupled_secant_stiffness_n_per_mm,coupled_mean_tangent_stiffness_n_per_mm,coupled_tangent_at_target_n_per_mm,local_linear_r2,quadratic_term_p,relative_tangent_variation_in_window,local_response_class,k_l_n_per_mm,k_l_status,interpretation
0.8,0.2,0.35,7,0.667298740526671,0.008253320001660742,0.646082906046708,0.688514575006634,0.6671984047672003,0.6669129637489571,0.67044507645836,0.9992357161000143,0.0007430417815546976,0.17889526779401022,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
1.0,0.2,0.35,7,0.8280610872602141,0.010235945395676928,0.8017487519555219,0.8543734225649063,0.8283566027078002,0.828096851926743,0.8333400677558936,0.9992365695256491,0.001851972859168967,0.18694433135553284,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
1.2,0.2,0.35,7,0.9974984789785424,0.014289569143017582,0.9607659721004322,1.0342309858566525,0.9966543827894668,0.9956571386997809,1.0040392250777603,0.9989749657110661,0.000813309085032762,0.20802158577507218,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
1.4,0.2,0.35,7,1.1629663207868284,0.01806787614558253,1.1165213665584672,1.2094112750151895,1.1626291069834003,1.1618951053967237,1.1700462247253733,0.9987946140359881,0.0007492739139729034,0.2247603215547002,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
1.6,0.2,0.35,7,1.3286875907752709,0.02171963504562066,1.2728554914503485,1.3845196901001933,1.3277161209252004,1.3264265007876574,1.3381219593310807,0.9986657124526165,0.0007854362675513406,0.23712668023391573,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
1.8,0.2,0.35,7,1.4891033284193709,0.02490042569613583,1.4250947464252723,1.5531119104134694,1.4915592373794002,1.4865815748620759,1.4914658998056531,0.9986038659397907,0.0012391830839320577,0.24338418034774478,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
2.0,0.2,0.35,7,1.6504139609074566,0.028710991894261677,1.576610006660966,1.7242179151539472,1.653362939949267,1.6476017832037908,1.6529487900813875,0.9984891408950617,0.0012607898807048838,0.25180114342857124,nonlinear,,not_identifiable_from_total_probe_force,"reported stiffness is the coupled probe-eyelid-cornea structural slope, not eyelid-only k_l"
