bootstrap_id,c_n_per_mm_per_mm_power,exponent_m_for_k_proportional_h_to_m,n_for_k_proportional_h_to_minus_n
92,0.8313258322200491,0.9917784874477538,-0.9917784874477538
93,0.8326191739954159,0.9907705874019808,-0.9907705874019808
94,0.8326710658250167,0.9887939298345436,-0.9887939298345436
95,0.8337892412941899,0.9884871029789846,-0.9884871029789846
96,0.8313413951621067,0.9910405989042805,-0.9910405989042805
97,0.8299972619633694,0.9923686713948574,-0.9923686713948574
98,0.8318281773684499,0.9938389944399173,-0.9938389944399173
99,0.8315799673258799,0.9913207093420273,-0.9913207093420273
100,0.8329359730875979,0.9897014138946136,-0.9897014138946136
101,0.8328752460617143,0.9903313020127182,-0.9903313020127182
102,0.8328826929529811,0.9885177474938573,-0.9885177474938573
103,0.83265505334326,0.989437383468128,-0.989437383468128
104,0.8349813276551922,0.9858264071699516,-0.9858264071699516
105,0.832509234504708,0.9875317020801109,-0.9875317020801109
106,0.8294126778550976,1.0046822849599748,-1.0046822849599748
107,0.8326233034267473,0.9908474221840802,-0.9908474221840802
108,0.8303425940047855,0.992867634691971,-0.992867634691971
109,0.8312796467076382,0.9947839432784797,-0.9947839432784797
110,0.8315915559784084,0.9896588959205714,-0.9896588959205714
111,0.8331319039606415,0.9895965672327175,-0.9895965672327175
112,0.8300773721758553,0.9957134349139778,-0.9957134349139778
113,0.830697707704407,0.9960473551301692,-0.9960473551301692
114,0.8310625165694585,0.9934696319543679,-0.9934696319543679
115,0.8300853060769052,0.9979754864711342,-0.9979754864711342
116,0.8288879890091063,1.0065628028509603,-1.0065628028509603
117,0.8327883553026338,0.9919344356413153,-0.9919344356413153
118,0.8329831917015448,0.9887816819988059,-0.9887816819988059
119,0.8293455836115297,0.996234681884902,-0.996234681884902
120,0.8316763438886907,0.9924164059150772,-0.9924164059150772
121,0.8306511721601192,0.9962881162725363,-0.9962881162725363
122,0.8349813276551924,0.9858264071699511,-0.9858264071699511
123,0.8313774611701666,0.9912153115984785,-0.9912153115984785
124,0.832332178713866,0.9893860950969151,-0.9893860950969151
125,0.8306391842765706,0.9912036958166315,-0.9912036958166315
126,0.8325824648445931,0.9891393782651747,-0.9891393782651747
127,0.8305404580076344,0.9943509453603636,-0.9943509453603636
128,0.8313654942869672,0.9899247671152293,-0.9899247671152293
129,0.831325832220049,0.9917784874477542,-0.9917784874477542
130,0.8315678278508054,0.9896035868321817,-0.9896035868321817
131,0.8323703221626294,0.9888385930833655,-0.9888385930833655
132,0.8316234014908815,0.9932044901190328,-0.9932044901190328
133,0.8329487658829179,0.9912670010744968,-0.9912670010744968
134,0.8336066958868101,0.9870963375860821,-0.9870963375860821
135,0.8313258322200491,0.9917784874477538,-0.9917784874477538
136,0.8312901494788317,0.991792465452513,-0.991792465452513
137,0.8314695554396366,0.9946918968221816,-0.9946918968221816
