bg_m,target_m,half_m,level,parents,elem_b,elem_a,node_b,node_a
  0.15000000000000E-03,  0.15000000000000E-03,  0.18000000000000E-02,  0.00000000000000E+00,  0.00000000000000E+00,  0.87599500000000E+06,  0.87599500000000E+06,  0.12508840000000E+07,  0.12508840000000E+07
