source_id,pair_id,treatment,source_ogden_mu_mpa,source_ogden_alpha,fit_range,fit_end_strain,strategy,c10_mpa,c01_mpa,c01_over_c10,c10_over_current_model,equivalent_base_material_scale,mr_small_strain_e_mpa,ogden_small_strain_e_mpa,rmse_mpa,nrmse_span_percent,r_squared,max_abs_error_mpa,stability_flag,parameter_use
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,strain_0_to_0p03,0.03,mr_fixed_current_ratio,0.0078658297,0.0017876886,0.22727273,0.09534339,0.071507542,0.057921109,0.0255,0.00023552883,9.8831179,0.87179868,0.00065437865,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,strain_0_to_0p03,0.03,mr_small_strain_conversion,0.003462963,0.00078703704,0.22727273,0.041975309,0.031481481,0.0255,0.0255,0.00060735414,25.485426,0.14751188,0.0016220476,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,strain_0_to_0p03,0.03,mr_free_unconstrained,0.39536918,-0.39443408,-0.99763487,4.7923537,3.5942653,0.0056105856,0.0255,4.8238075e-05,2.0241368,0.99462245,0.00014626723,conditional_negative_c01,reject_if_not_positive_stable
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,stress_0_to_0p03mpa,0.061083228,mr_free_nonnegative,0.039992544,0,0,0.4847581,0.36356858,0.23995526,0.0255,0.0046016996,15.338999,0.62666684,0.015325578,boundary_c01_zero,diagnostic_boundary_solution
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,stress_0_to_0p03mpa,0.061083228,mr_fixed_current_ratio,0.032818742,0.0074588049,0.22727273,0.39780293,0.2983522,0.24166528,0.0255,0.0046177818,15.392606,0.62405279,0.015378554,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,stress_0_to_0p03mpa,0.061083228,mr_small_strain_conversion,0.003462963,0.00078703704,0.22727273,0.041975309,0.031481481,0.0255,0.0255,0.0088701121,29.56704,-0.38713349,0.028457177,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,6,CXL,0.0085,84.4,stress_0_to_0p03mpa,0.061083228,mr_free_unconstrained,1.8036315,-1.8443436,-1.0225723,21.8622,16.39665,-0.24427254,0.0255,0.0017002105,5.6673684,0.94903577,0.0059804727,invalid_negative_initial_stiffness,reject_if_not_positive_stable
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,strain_0_to_0p03,0.03,mr_free_nonnegative,0.01001049,0,0,0.12133928,0.091004458,0.060062942,0.0399,0.00012412935,5.8519066,0.95751806,0.00031876476,boundary_c01_zero,diagnostic_boundary_solution
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,strain_0_to_0p03,0.03,mr_fixed_current_ratio,0.0081890628,0.0018611506,0.22727273,0.099261368,0.074446026,0.060301281,0.0399,0.00012520234,5.9024914,0.95678045,0.00032137285,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,strain_0_to_0p03,0.03,mr_small_strain_conversion,0.0054185185,0.0012314815,0.22727273,0.065679012,0.049259259,0.0399,0.0399,0.00037386333,17.62527,0.61462717,0.0009302874,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,strain_0_to_0p03,0.03,mr_free_unconstrained,0.21672047,-0.21136199,-0.97527472,2.6269148,1.9701861,0.032150848,0.0399,1.6867437e-05,0.79519201,0.99921557,4.7937301e-05,conditional_negative_c01,reject_if_not_positive_stable
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,stress_0_to_0p03mpa,0.082287956,mr_free_nonnegative,0.034390856,0,0,0.41685886,0.31264414,0.20634513,0.0399,0.0041860817,13.953606,0.71560969,0.01298487,boundary_c01_zero,diagnostic_boundary_solution
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,stress_0_to_0p03mpa,0.082287956,mr_fixed_current_ratio,0.028295533,0.0064308029,0.22727273,0.34297615,0.25723211,0.20835801,0.0399,0.0042111364,14.037121,0.71219521,0.013060797,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,stress_0_to_0p03mpa,0.082287956,mr_small_strain_conversion,0.0054185185,0.0012314815,0.22727273,0.065679012,0.049259259,0.0399,0.0399,0.0089822984,29.940995,-0.30940608,0.026756188,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,7,control_PBS,0.0133,51.36,stress_0_to_0p03mpa,0.082287956,mr_free_unconstrained,0.9482632,-0.9701603,-1.0230918,11.494099,8.6205746,-0.13138259,0.0399,0.0013093986,4.3646621,0.97217449,0.0043390974,invalid_negative_initial_stiffness,reject_if_not_positive_stable
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,strain_0_to_0p03,0.03,mr_free_nonnegative,0.02615981,0,0,0.31708861,0.23781645,0.15695886,0.0864,0.00047274523,7.9149454,0.9202653,0.0012626801,boundary_c01_zero,diagnostic_boundary_solution
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,strain_0_to_0p03,0.03,mr_fixed_current_ratio,0.021398802,0.0048633641,0.22727273,0.25937942,0.19453456,0.157573,0.0864,0.00047553385,7.9616339,0.91932185,0.0012697553,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,strain_0_to_0p03,0.03,mr_small_strain_conversion,0.011733333,0.0026666667,0.22727273,0.14222222,0.10666667,0.0864,0.0864,0.0013177611,22.062638,0.38046422,0.0033940471,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,strain_0_to_0p03,0.03,mr_free_unconstrained,0.80911302,-0.80057361,-0.98944595,9.8074306,7.355573,0.051236514,0.0864,8.0722769e-05,1.3515024,0.9976752,0.00023686974,conditional_negative_c01,reject_if_not_positive_stable
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,stress_0_to_0p03mpa,0.054156489,mr_free_nonnegative,0.056281821,0,0,0.6822039,0.51165292,0.33769093,0.0864,0.0038911417,12.970472,0.76241317,0.011694884,boundary_c01_zero,diagnostic_boundary_solution
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,stress_0_to_0p03mpa,0.054156489,mr_fixed_current_ratio,0.046162933,0.010491576,0.22727273,0.5595507,0.41966302,0.33992705,0.0864,0.0039096703,13.032234,0.76014514,0.011748975,positive_coefficients,bounded_screening_approximation
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,stress_0_to_0p03mpa,0.054156489,mr_small_strain_conversion,0.011733333,0.0026666667,0.22727273,0.14222222,0.10666667,0.0864,0.0864,0.0087973469,29.32449,-0.21442777,0.025361097,positive_coefficients,initial_tangent_only
PORCINE_DRYAD_2020,7,CXL,0.0288,67.62,stress_0_to_0p03mpa,0.054156489,mr_free_unconstrained,2.0091717,-2.0321441,-1.0114337,24.353597,18.265197,-0.1378342,0.0864,0.0010879375,3.6264583,0.98142725,0.0035164985,invalid_negative_initial_stiffness,reject_if_not_positive_stable
