source_id,cycle,age_year,strain,stress_mpa,tangent_modulus_mpa,coefficient_a_mpa,coefficient_b
AGE_INFLATION_2010,fourth_loading,60,0.0165,0.0057097201,0.72596776,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.017,0.0060823505,0.76489273,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0175,0.0064749606,0.80590478,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.018,0.0068886217,0.84911583,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0185,0.0073244625,0.89464376,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.019,0.0077836723,0.94261281,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0195,0.008267504,0.99315387,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.02,0.0087772778,1.0464048,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0205,0.0093143846,1.102511,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.021,0.0098802901,1.1616255,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0215,0.010476538,1.2239096,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.022,0.011104756,1.2895332,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0225,0.011766658,1.3586755,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.023,0.01246405,1.431525,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0235,0.013198834,1.5082806,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.024,0.013973016,1.5891517,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0245,0.014788708,1.6743589,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.025,0.015648136,1.7641347,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0255,0.016553645,1.8587242,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.026,0.017507706,1.9583853,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0265,0.018512921,2.0633901,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.027,0.019572034,2.1740251,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0275,0.020687935,2.2905921,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.028,0.021863668,2.4134091,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0285,0.023102441,2.5428114,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.029,0.024407635,2.679152,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0295,0.025782811,2.8228029,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.03,0.027231722,2.9741561,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,70,0,0,0.13811086,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0005,7.092317e-05,0.14564857,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.001,0.00014571713,0.15359768,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0015,0.00022459315,0.16198062,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.002,0.000307774,0.17082108,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0025,0.00039549463,0.18014403,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.003,0.00048800282,0.1899758,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0035,0.00058555986,0.20034416,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.004,0.00068844129,0.2112784,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0045,0.00079693771,0.2228094,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.005,0.00091135557,0.23496973,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0055,0.001032018,0.24779374,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.006,0.0011592659,0.26131764,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0065,0.0012934587,0.27557965,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.007,0.0014349753,0.29062004,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0075,0.0015842155,0.30648129,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.008,0.0017416009,0.3232082,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0085,0.0019075759,0.34084802,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.009,0.0020826093,0.35945058,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0095,0.0022671956,0.37906841,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.01,0.0024618562,0.39975693,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0105,0.0026671407,0.42157458,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.011,0.0028836292,0.44458297,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0115,0.003111933,0.4688471,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.012,0.003352697,0.49443549,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0125,0.0036066012,0.52142044,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.013,0.0038743628,0.54987814,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0135,0.0041567382,0.57988899,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.014,0.0044545248,0.61153776,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0145,0.0047685638,0.64491382,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.015,0.0050997422,0.68011146,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0155,0.0054489954,0.71723009,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.016,0.0058173099,0.75637455,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0165,0.006205726,0.79765542,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.017,0.0066153408,0.84118928,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0175,0.0070473112,0.8870991,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.018,0.0075028574,0.93551455,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0185,0.0079832661,0.98657238,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.019,0.0084898942,1.0404168,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0195,0.0090241727,1.0971999,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.02,0.0095876106,1.1570821,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0205,0.010181799,1.2202325,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.021,0.010808417,1.2868295,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0215,0.011469235,1.3570611,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.022,0.012166117,1.4311258,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0225,0.012901034,1.5092328,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.023,0.013676061,1.5916026,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0235,0.014493386,1.6784679,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.024,0.015355319,1.7700741,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0245,0.016264293,1.8666799,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.025,0.017222877,1.9685582,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0255,0.018233778,2.0759968,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.026,0.019299851,2.189299,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0265,0.020424108,2.308785,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.027,0.021609723,2.4347922,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0275,0.022860046,2.5676765,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.028,0.024178608,2.7078133,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0285,0.025569134,2.8555984,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.029,0.027035551,3.0114492,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.0295,0.028582,3.1758059,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,70,0.03,0.030212851,3.3491327,0.0012995,106.28
AGE_INFLATION_2010,fourth_loading,80,0,0,0.14801976,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0005,7.6051512e-05,0.1562607,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.001,0.00015633716,0.16496045,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0015,0.00024109269,0.17414456,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.002,0.00033056694,0.18383999,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0025,0.00042502263,0.19407521,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.003,0.00052473712,0.20488027,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0035,0.00063000316,0.2162869,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.004,0.00074112985,0.22832859,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0045,0.00085844348,0.2410407,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.005,0.00098228849,0.25446054,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0055,0.0011130285,0.26862753,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.006,0.0012510475,0.28358326,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0065,0.0013967506,0.29937165,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.007,0.0015505656,0.31603905,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0075,0.0017129442,0.3336344,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.008,0.0018843633,0.35220936,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0085,0.002065326,0.37181848,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.009,0.0022563637,0.39251933,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0095,0.0024580373,0.41437269,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.01,0.0026709391,0.43744272,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0105,0.0028956941,0.46179717,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.011,0.0031329623,0.48750755,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0115,0.0033834402,0.51464934,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.012,0.0036478634,0.54330224,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0125,0.0039270083,0.57355038,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.013,0.0042216945,0.60548257,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0135,0.0045327871,0.63919258,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.014,0.0048611998,0.67477937,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0145,0.0052078967,0.71234745,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.015,0.0055738958,0.75200711,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0155,0.0059602718,0.79387481,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.016,0.0063681591,0.83807348,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0165,0.0067987553,0.88473289,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.017,0.0072533249,0.93399004,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0175,0.0077332024,0.98598957,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.018,0.0082397969,1.0408842,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0185,0.0087745959,1.098835,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.019,0.0093391696,1.1600122,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0195,0.0099351757,1.2245954,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.02,0.010564364,1.2927743,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0205,0.011228582,1.364749,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.021,0.011929781,1.4407308,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0215,0.012670018,1.5209429,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.022,0.013451468,1.6056208,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0225,0.014276425,1.6950132,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.023,0.015147311,1.7893823,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0235,0.016066683,1.8890055,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.024,0.01703724,1.9941751,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0245,0.018061834,2.1052001,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.025,0.019143471,2.2224062,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0255,0.020285327,2.3461378,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.026,0.021490756,2.4767581,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0265,0.022763297,2.6146507,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.027,0.024106687,2.7602203,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0275,0.025524868,2.9138945,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.028,0.027022007,3.0761244,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0285,0.028602498,3.2473864,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.029,0.030270982,3.4281834,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.0295,0.032032359,3.6190462,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,80,0.03,0.033891799,3.8205351,0.001366,108.36
AGE_INFLATION_2010,fourth_loading,90,0,0,0.15935265,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0005,8.192262e-05,0.16842148,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.001,0.00016850749,0.17800643,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0015,0.00026001995,0.18813686,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.002,0.00035674043,0.19884382,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0025,0.00045896532,0.21016011,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.003,0.00056700787,0.22212042,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0035,0.00068119917,0.2347614,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.004,0.00080188915,0.24812178,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0045,0.00092944766,0.26224251,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.005,0.0010642656,0.27716685,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0055,0.0012067561,0.29294055,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.006,0.0013573557,0.30961193,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0065,0.0015165261,0.32723209,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.007,0.0016847549,0.34585502,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0075,0.0018625577,0.36553779,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.008,0.0020504794,0.38634072,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0085,0.0022490958,0.40832755,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.009,0.0024590155,0.43156566,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0095,0.0026808818,0.45612627,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.01,0.0029153747,0.48208463,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0105,0.0031632126,0.50952029,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.011,0.0034251552,0.53851733,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0115,0.003702005,0.5691646,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.012,0.0039946104,0.60155602,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0125,0.0043038682,0.63579086,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.013,0.004630726,0.67197401,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0135,0.0049761854,0.71021637,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.014,0.005341305,0.75063512,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0145,0.0057272038,0.79335411,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.015,0.0061350643,0.83850427,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0155,0.0065661363,0.88622394,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.016,0.0070217408,0.93665936,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0165,0.007503274,0.98996508,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.017,0.0080122115,1.0463045,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0175,0.0085501128,1.1058501,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.018,0.0091186263,1.1687846,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0185,0.0097194942,1.2353007,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.019,0.010354558,1.3056022,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0195,0.011025763,1.3799046,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.02,0.011735167,1.4584357,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0205,0.012484944,1.5414359,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.021,0.01327739,1.6291598,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0215,0.014114935,1.721876,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.022,0.015000146,1.8198688,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0225,0.015935734,1.9234384,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.023,0.016924566,2.0329021,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0235,0.017969674,2.1485955,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.024,0.019074259,2.2708731,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0245,0.020241707,2.4001096,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.025,0.021475594,2.5367009,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0255,0.022779703,2.6810658,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.026,0.024158029,2.8336465,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0265,0.025614797,2.9949106,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.027,0.027154469,3.1653524,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0275,0.028781765,3.3454941,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.028,0.030501672,3.5358877,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0285,0.032319459,3.7371168,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.029,0.034240697,3.9497978,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.0295,0.036271274,4.1745827,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,90,0.03,0.038417412,4.4121601,0.0014395,110.7
AGE_INFLATION_2010,fourth_loading,100,0,0,0.172216,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0005,8.8593725e-05,0.18225367,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.001,0.00018235117,0.19287639,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0015,0.00028157329,0.20411825,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.002,0.00038657862,0.21601536,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0025,0.00049770421,0.22860589,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.003,0.0006153068,0.24193026,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0035,0.00073976389,0.25603125,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.004,0.00087147501,0.27095412,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0045,0.001010863,0.28674677,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.005,0.0011583752,0.30345991,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0055,0.0013144852,0.32114717,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.006,0.0014796942,0.33986535,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0065,0.0016545324,0.35967452,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.007,0.0018395611,0.38063827,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0075,0.0020353743,0.4028239,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.008,0.0022426005,0.42630263,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0085,0.0024619049,0.45114983,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.009,0.0026939917,0.47744525,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0095,0.0029396056,0.50527332,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.01,0.0031995353,0.53472335,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0105,0.003474615,0.56588988,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.011,0.0037657279,0.59887297,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0115,0.0040738084,0.63377849,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.012,0.0043998454,0.67071848,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0125,0.0047448856,0.70981154,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.013,0.0051100367,0.75118315,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0135,0.0054964706,0.79496612,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.014,0.0059054281,0.841301,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0145,0.0063382217,0.89033652,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.015,0.0067962409,0.94223009,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0155,0.0072809558,0.9971483,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.016,0.0077939226,1.0552674,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0165,0.0083367878,1.1167741,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.017,0.0089112941,1.1818656,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0175,0.0095192857,1.2507511,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.018,0.010162714,1.3236515,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0185,0.010843645,1.400801,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.019,0.011564265,1.4824472,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0195,0.012326886,1.5688521,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.02,0.013133956,1.6602932,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0205,0.013988067,1.757064,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.021,0.01489196,1.8594751,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0215,0.015848537,1.9678552,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.022,0.016860868,2.0825523,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0225,0.017932203,2.2039346,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.023,0.019065982,2.3323917,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0235,0.020265843,2.468336,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.024,0.021535638,2.6122038,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0245,0.022879444,2.764457,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.025,0.024301574,2.9255843,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0255,0.025806593,3.096103,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.026,0.027399333,3.2765604,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0265,0.029084906,3.4675359,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.027,0.030868724,3.6696424,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0275,0.032756512,3.8835288,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.028,0.03475433,4.1098816,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0285,0.036868592,4.3494275,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.029,0.039106084,4.6029354,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.0295,0.04147399,4.871219,0.00152,113.3
AGE_INFLATION_2010,fourth_loading,100,0.03,0.043979909,5.1551397,0.00152,113.3
