source_id,cycle,age_year,strain,stress_mpa,tangent_modulus_mpa,coefficient_a_mpa,coefficient_b
AGE_INFLATION_2010,first_loading,80,0.023,0.013669218,1.4440413,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0235,0.014408341,1.5129867,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.024,0.015182753,1.5852239,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0245,0.015994139,1.66091,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.025,0.016844265,1.7402098,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0255,0.01773498,1.8232957,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.026,0.018668222,1.9103485,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0265,0.019646021,2.0015576,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.027,0.020670505,2.0971215,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0275,0.021743903,2.197248,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.028,0.02286855,2.3021551,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0285,0.024046893,2.4120709,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.029,0.025281496,2.5272346,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.0295,0.026575044,2.6478968,0.0018115,93.28
AGE_INFLATION_2010,first_loading,80,0.03,0.027930353,2.77432,0.0018115,93.28
AGE_INFLATION_2010,first_loading,90,0,0,0.18891342,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0005,9.6735029e-05,0.19809938,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.001,0.00019817382,0.20773201,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0015,0.0003045451,0.21783303,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.002,0.0004160887,0.22842521,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0025,0.00053305614,0.23953244,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.003,0.00065571115,0.25117975,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0035,0.00078433028,0.26339343,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.004,0.00091920355,0.27620099,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0045,0.0010606351,0.28963133,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.005,0.0012089437,0.30371472,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0055,0.0013644639,0.31848292,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.006,0.0015275463,0.33396922,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0065,0.0016985586,0.35020855,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.007,0.0018778865,0.36723752,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0075,0.0020659341,0.38509453,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.008,0.0022631257,0.40381984,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0085,0.0024699057,0.42345567,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.009,0.0026867405,0.4440463,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0095,0.0029141189,0.46563815,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.01,0.0031525536,0.48827991,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0105,0.0034025823,0.51202264,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.011,0.0036647686,0.53691985,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0115,0.0039397039,0.5630277,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.012,0.0042280079,0.59040506,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0125,0.0045303308,0.61911364,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.013,0.0048473542,0.64921818,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0135,0.0051797929,0.68078656,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.014,0.0055283966,0.71388996,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0145,0.0058939511,0.74860302,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.015,0.0062772809,0.78500402,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0155,0.0066792501,0.82317502,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.016,0.0071007652,0.86320209,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0165,0.0075427766,0.90517549,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.017,0.0080062809,0.94918985,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0175,0.0084923231,0.99534443,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.018,0.0090019993,1.0437433,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0185,0.0095364586,1.0944955,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.019,0.010096906,1.1477156,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0195,0.010684606,1.2035236,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.02,0.011300882,1.2620452,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0205,0.011947125,1.3234124,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.021,0.012624792,1.3877636,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0215,0.01333541,1.455244,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.022,0.014080582,1.5260055,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0225,0.014861989,1.6002079,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.023,0.015681392,1.6780184,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0235,0.016540638,1.7596124,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.024,0.017441665,1.845174,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0245,0.018386505,1.934896,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.025,0.019377288,2.0289807,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0255,0.020416248,2.1276404,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.026,0.021505728,2.2310974,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0265,0.022648184,2.339585,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.027,0.023846192,2.4533478,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0275,0.025102454,2.5726424,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.028,0.026419801,2.6977378,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0285,0.027801205,2.8289159,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.029,0.02924978,2.9664726,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.0295,0.030768793,3.110718,0.0019894,94.96
AGE_INFLATION_2010,first_loading,90,0.03,0.032361667,3.2619773,0.0019894,94.96
AGE_INFLATION_2010,first_loading,100,0,0,0.20963124,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0005,0.00010740441,0.22007095,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.001,0.00022015759,0.23103056,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0015,0.00033852592,0.24253596,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.002,0.00046278904,0.25461433,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0025,0.0005932405,0.26729422,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.003,0.00073018849,0.28060556,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0035,0.00087395654,0.29457982,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.004,0.0010248843,0.30924999,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0045,0.0011833283,0.32465075,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.005,0.0013496629,0.34081847,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0055,0.0015242809,0.35779135,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.006,0.0017075951,0.37560948,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0065,0.0019000383,0.39431496,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.007,0.0021020653,0.41395198,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0075,0.0023141533,0.43456694,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.008,0.0025368033,0.45620852,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0085,0.0027705414,0.47892786,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.009,0.0030159197,0.50277864,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0095,0.003273518,0.52781719,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.01,0.0035439447,0.55410267,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0105,0.0038278388,0.58169717,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.011,0.0041258709,0.61066589,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0115,0.0044387451,0.64107726,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.012,0.0047672006,0.67300313,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0125,0.0051120132,0.70651892,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.013,0.0054739976,0.74170381,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0135,0.005854009,0.77864092,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.014,0.0062529451,0.81741751,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0145,0.0066717484,0.85812518,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.015,0.0071114081,0.90086011,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0155,0.0075729631,0.94572326,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.016,0.0080575037,0.9928206,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0165,0.0085661746,1.0422634,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.017,0.0091001775,1.0941685,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0175,0.0096607739,1.1486585,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.018,0.010249288,1.2058621,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0185,0.010867111,1.2659144,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.019,0.011515701,1.3289574,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0195,0.012196591,1.3951399,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.02,0.01291139,1.4646184,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0205,0.013661786,1.5375569,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.021,0.014449552,1.6141277,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0215,0.01527655,1.6945119,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.022,0.016144731,1.7788991,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0225,0.017056149,1.8674889,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.023,0.018012956,1.9604905,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0235,0.019017411,2.0581236,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.024,0.02007189,2.1606189,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0245,0.021178881,2.2682185,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.025,0.022341001,2.3811765,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0255,0.023560995,2.49976,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.026,0.024841745,2.6242489,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0265,0.026186277,2.7549374,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.027,0.027597767,2.8921342,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0275,0.02907955,3.0361635,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.028,0.030635126,3.1873655,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0285,0.03226817,3.3460974,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.029,0.033982541,3.5127342,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.0295,0.035782287,3.6876696,0.0021567,97.2
AGE_INFLATION_2010,first_loading,100,0.03,0.037671662,3.8713168,0.0021567,97.2
AGE_INFLATION_2010,fourth_loading,40,0,0,0.1160272,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0005,5.9512418e-05,0.12207366,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.001,0.00012212617,0.12843522,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0015,0.00018800288,0.13512829,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.002,0.00025731259,0.14217016,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0025,0.0003302342,0.14957899,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.003,0.00040695593,0.15737392,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0035,0.00048767582,0.16557506,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.004,0.00057260222,0.17420359,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0045,0.00066195434,0.18328176,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.005,0.00075596282,0.19283302,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0055,0.00085487031,0.20288202,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.006,0.00095893212,0.2134547,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0065,0.0010684168,0.22457835,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.007,0.0011836071,0.23628168,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0075,0.0013048002,0.2485949,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.008,0.0014323089,0.26154978,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0085,0.0015664624,0.27517978,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.009,0.0017076071,0.28952008,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0095,0.0018561071,0.30460768,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.01,0.0020123458,0.32048153,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0105,0.0021767265,0.33718261,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.011,0.0023496734,0.35475402,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0115,0.0025316331,0.37324112,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.012,0.0027230751,0.39269163,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0125,0.0029244936,0.41315575,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.013,0.0031364086,0.43468631,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0135,0.0033593669,0.45733888,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.014,0.0035939442,0.48117193,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0145,0.0038407458,0.50624698,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.015,0.0041004089,0.53262875,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0155,0.0043736037,0.56038534,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.016,0.0046610353,0.58958839,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0165,0.0049634457,0.62031328,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.017,0.0052816154,0.65263933,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0175,0.0056163658,0.68664996,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.018,0.0059685608,0.72243297,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0185,0.0063391095,0.76008073,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.019,0.0067289685,0.79969039,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0195,0.0071391439,0.84136422,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.02,0.0075706946,0.88520977,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0205,0.0080247345,0.93134022,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.021,0.0085024354,0.97987464,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0215,0.0090050306,1.0309383,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.022,0.0095338172,1.084663,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0225,0.01009016,1.1411875,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.023,0.010675496,1.2006576,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0235,0.011291334,1.2632268,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.024,0.011939266,1.3290566,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0245,0.012620963,1.398317,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.025,0.013338184,1.4711867,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0255,0.014092782,1.5478539,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.026,0.014886704,1.6285163,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0265,0.015721999,1.7133823,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.027,0.016600823,1.8026708,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0275,0.017525445,1.8966124,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.028,0.018498252,1.9954496,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0285,0.019521753,2.0994373,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.029,0.020598592,2.2088441,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.0295,0.021731547,2.3239524,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,40,0.03,0.022923544,2.4450593,0.001142,101.6
AGE_INFLATION_2010,fourth_loading,50,0,0,0.12219375,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0005,6.2695897e-05,0.12864516,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.001,0.00012870192,0.13543718,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0015,0.00019819284,0.14258779,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.002,0.00027135263,0.15011594,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0025,0.00034837501,0.15804154,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.003,0.0004294639,0.16638559,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0035,0.00051483401,0.17517017,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.004,0.00060471137,0.18441855,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0045,0.00069933393,0.19415521,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.005,0.00079895225,0.20440594,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0055,0.00090383006,0.21519786,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.006,0.0010142451,0.22655957,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0065,0.0011304896,0.23852113,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.007,0.0012528714,0.25111422,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0075,0.0013817146,0.26437218,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.008,0.0015173603,0.27833012,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0085,0.0016601676,0.29302499,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.009,0.0018105146,0.3084957,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0095,0.0019687994,0.32478321,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.01,0.0021354411,0.34193064,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0105,0.0023108809,0.35998339,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.011,0.0024955833,0.37898927,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0115,0.0026900374,0.3989986,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.012,0.002894758,0.42006434,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0125,0.0031102871,0.44224229,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.013,0.0033371954,0.46559116,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0135,0.0035760837,0.49017276,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.014,0.0038275844,0.51605219,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0145,0.0040923636,0.54329796,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.015,0.0043711221,0.57198222,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0155,0.0046645982,0.6021809,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.016,0.0049735687,0.63397397,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0165,0.0052988519,0.66744561,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.017,0.0056413088,0.70268443,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0175,0.0060018464,0.73978374,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.018,0.006381419,0.77884177,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0185,0.0067810318,0.81996192,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.019,0.0072017427,0.86325308,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0195,0.0076446658,0.90882986,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.02,0.0081109736,0.95681293,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0205,0.0086019009,1.0073293,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.021,0.0091187474,1.0605129,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0215,0.0096628817,1.1165043,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.022,0.010235744,1.1754518,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0225,0.010838852,1.2375116,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.023,0.011473802,1.302848,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0235,0.012142275,1.3716339,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.024,0.012846041,1.4440514,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0245,0.013586964,1.5202923,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.025,0.014367004,1.6005585,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0255,0.015188228,1.6850624,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.026,0.01605281,1.7740279,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0265,0.016963039,1.8676905,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.027,0.017921325,1.9662981,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0275,0.018930205,2.0701118,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.028,0.01999235,2.1794066,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0285,0.021110573,2.2944717,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.029,0.022287834,2.4156119,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.0295,0.023527251,2.5431478,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,50,0.03,0.024832104,2.6774173,0.0011875,102.9
AGE_INFLATION_2010,fourth_loading,60,0,0,0.1295304,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0005,6.6486378e-05,0.13647557,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.001,0.00013653763,0.14379312,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0015,0.00021034488,0.15150303,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.002,0.00028810954,0.15962632,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0025,0.00037004379,0.16818517,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.003,0.0004563712,0.17720294,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0035,0.00054732731,0.18670421,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.004,0.00064316031,0.19671493,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0045,0.00074413168,0.2072624,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.005,0.00085051695,0.2183754,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0055,0.00096260639,0.23008426,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.006,0.0010807058,0.24242093,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0065,0.0012051376,0.25541907,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.007,0.0013362411,0.26911414,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0075,0.0014743741,0.28354351,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.008,0.0016199135,0.29874656,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0085,0.0017732565,0.31476477,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.009,0.0019348214,0.33164184,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0095,0.0021050491,0.34942383,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.01,0.0022844041,0.36815925,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0105,0.0024733758,0.38789924,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.011,0.0026724797,0.40869763,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0115,0.0028822593,0.4306112,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.012,0.0031032868,0.45369974,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0125,0.0033361653,0.47802623,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.013,0.0035815304,0.50365706,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0135,0.0038400514,0.53066217,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.014,0.0041124338,0.55911524,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0145,0.0043994209,0.58909391,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.015,0.0047017956,0.62067997,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.0155,0.0050203831,0.65395962,0.00124,104.46
AGE_INFLATION_2010,fourth_loading,60,0.016,0.0053560526,0.68902365,0.00124,104.46
