case,eyelid_thickness_mm,indent_mm,angle_deg,outer_flat_area_mm2,outer_coverage_fraction,outer_selected_faces,inner_flat_area_mm2,inner_selected_faces,ae_over_ac,image,multiview_image
eyelid_1p20mm_indent_0p28mm,1.2,0.28,6.0,9.689580604340248,0.6610702373405801,597,8.269831213444492,463,1.1716781581451905,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p20mm_indent_0p28mm_flat_region_6deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p20mm_indent_0p28mm_flat_region_6deg_multiview.png
eyelid_1p25mm_indent_0p28mm,1.25,0.28,6.0,9.795170495011709,0.6682740923821163,596,8.109756927692727,456,1.20782541108769,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p25mm_indent_0p28mm_flat_region_6deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p25mm_indent_0p28mm_flat_region_6deg_multiview.png
eyelid_1p40mm_indent_0p28mm,1.4,0.28,6.0,10.057121413073986,0.6861456559353878,592,7.460676419479254,423,1.348017371027594,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p40mm_indent_0p28mm_flat_region_6deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p40mm_indent_0p28mm_flat_region_6deg_multiview.png
eyelid_1p50mm_indent_0p28mm,1.5,0.28,6.0,10.13837023254669,0.6916888449097798,622,7.178271927664666,406,1.412369207339996,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p50mm_indent_0p28mm_flat_region_6deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p50mm_indent_0p28mm_flat_region_6deg_multiview.png
eyelid_1p60mm_indent_0p28mm,1.6,0.28,6.0,10.37744816219528,0.7079999021318947,622,7.016461431684454,398,1.4790144951604114,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p60mm_indent_0p28mm_flat_region_6deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_6deg/eyelid_1p60mm_indent_0p28mm_flat_region_6deg_multiview.png
eyelid_0p80mm_indent_0p28mm,0.8,0.28,7.0,10.564703854658534,0.7207753947063212,654,10.321269048853665,560,1.023585743637979,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_0p80mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_0p80mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p00mm_indent_0p28mm,1.0,0.28,7.0,10.57769473862396,0.7216616958886904,626,9.860892503864687,540,1.072691415556791,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p00mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p00mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p20mm_indent_0p28mm,1.2,0.28,7.0,10.554392356864739,0.7200718942585488,648,9.31889120755175,514,1.1325802739613242,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p20mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p20mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p25mm_indent_0p28mm,1.25,0.28,7.0,10.658363462040748,0.7271653078934465,647,9.19163525393503,507,1.1595720639021003,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p25mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p25mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p40mm_indent_0p28mm,1.4,0.28,7.0,10.99816057274179,0.7503479166967792,644,8.523786625055912,474,1.2902904608630612,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p40mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p40mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p50mm_indent_0p28mm,1.5,0.28,7.0,11.080728716361396,0.755981116370554,675,8.310963615809843,464,1.3332664211503298,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p50mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p50mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_1p60mm_indent_0p28mm,1.6,0.28,7.0,11.294751758608406,0.7705828075181781,673,8.28108260346942,463,1.3639221221964852,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p60mm_indent_0p28mm_flat_region_7deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_7deg/eyelid_1p60mm_indent_0p28mm_flat_region_7deg_multiview.png
eyelid_0p80mm_indent_0p28mm,0.8,0.28,8.0,11.895101483534386,0.8115415807974259,724,11.45857142304065,615,1.0380963773211702,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_0p80mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_0p80mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p00mm_indent_0p28mm,1.0,0.28,8.0,11.909324536764515,0.8125119465499269,695,10.931851799510937,589,1.0894151105576924,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p00mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p00mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p20mm_indent_0p28mm,1.2,0.28,8.0,11.901764039973964,0.811996132748295,715,10.56056006138843,571,1.127001216866258,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p20mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p20mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p25mm_indent_0p28mm,1.25,0.28,8.0,11.98029373489435,0.8173538098428071,712,10.374635227371583,560,1.1547677072333618,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p25mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p25mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p40mm_indent_0p28mm,1.4,0.28,8.0,12.162016781810332,0.8297518384738081,701,10.091684653231473,548,1.2051522812809965,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p40mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p40mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p50mm_indent_0p28mm,1.5,0.28,8.0,12.338245162514571,0.8417749942960647,741,9.869038921433408,539,1.2501972340709473,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p50mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p50mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_1p60mm_indent_0p28mm,1.6,0.28,8.0,12.6277046724897,0.8615233275597391,741,9.577396577053879,527,1.3184903194615476,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p60mm_indent_0p28mm_flat_region_8deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_8deg/eyelid_1p60mm_indent_0p28mm_flat_region_8deg_multiview.png
eyelid_0p80mm_indent_0p28mm,0.8,0.28,9.0,13.369882704527333,0.9121583166085234,795,12.822161966656584,673,1.042716722756667,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_0p80mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_0p80mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p00mm_indent_0p28mm,1.0,0.28,9.0,13.123257075160838,0.89533231866321,753,12.3790433660894,652,1.060118838513007,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p00mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p00mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p20mm_indent_0p28mm,1.2,0.28,9.0,13.237645646982243,0.9031364624554762,781,11.788812490608493,627,1.1228989906767926,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p20mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p20mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p25mm_indent_0p28mm,1.25,0.28,9.0,13.197878053444306,0.9004233241296737,770,11.58849214686318,619,1.1388779390955328,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p25mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p25mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p40mm_indent_0p28mm,1.4,0.28,9.0,13.46284451607965,0.9185006227759311,761,11.171014924790923,601,1.2051585828788625,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p40mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p40mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p50mm_indent_0p28mm,1.5,0.28,9.0,13.564684072141548,0.9254486117803615,803,10.962816360774719,589,1.237335701496961,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p50mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p50mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_1p60mm_indent_0p28mm,1.6,0.28,9.0,13.785621656984857,0.9405220465980045,800,10.728973197826534,579,1.2848966441427534,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p60mm_indent_0p28mm_flat_region_9deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_9deg/eyelid_1p60mm_indent_0p28mm_flat_region_9deg_multiview.png
eyelid_0p80mm_indent_0p28mm,0.8,0.28,10.0,14.485787875477978,0.9882907857351532,865,13.75216088501726,713,1.0533463065619013,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_0p80mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_0p80mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p00mm_indent_0p28mm,1.0,0.28,10.0,14.32923336461706,0.9776098768416137,826,13.522293326927356,701,1.0596747917073224,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p00mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p00mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p20mm_indent_0p28mm,1.2,0.28,10.0,14.431252175502001,0.9845700954804578,855,13.23189944504597,689,1.0906410100407065,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p20mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p20mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p25mm_indent_0p28mm,1.25,0.28,10.0,14.420088558083311,0.9838084592943418,847,13.049451489743827,681,1.1050340751422947,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p25mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p25mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p40mm_indent_0p28mm,1.4,0.28,10.0,14.461024864381596,0.986601332879431,832,12.667563937978628,665,1.1415789914449133,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p40mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p40mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p50mm_indent_0p28mm,1.5,0.28,10.0,14.535597187820889,0.9916890188761779,874,12.534071106416757,660,1.1596868299541927,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p50mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p50mm_indent_0p28mm_flat_region_10deg_multiview.png
eyelid_1p60mm_indent_0p28mm,1.6,0.28,10.0,14.595224026910305,0.9957570513616141,868,12.286934626298546,647,1.187865360304854,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p60mm_indent_0p28mm_flat_region_10deg.png,/home/xuanyu/PROJECT/ziyu/blueknow-data/thickness_sweep/20260723T114358Z_973a834a_formal_0p28/experiments/flat_region_angle_sweep/figures/flat_region_10deg/eyelid_1p60mm_indent_0p28mm_flat_region_10deg_multiview.png
