bg_m,target_m,half_m,level,parents,elem_b,elem_a,node_b,node_a
  0.20000000000000E-03,  0.10000000000000E-03,  0.18000000000000E-02,  0.10000000000000E+01,  0.45439000000000E+05,  0.37328500000000E+06,  0.65557400000000E+06,  0.54504500000000E+06,  0.94068800000000E+06
