2026-08-14T02:53:41Z,iop0,118142436,455449216
2026-08-14T02:53:51Z,iop0,117774732,455449088
2026-08-14T02:54:01Z,iop0,117729580,455449088
2026-08-14T02:54:11Z,iop0,116593536,455448064
2026-08-14T02:54:21Z,iop0,116611988,455447936
2026-08-14T02:54:31Z,iop0,114830308,455432192
2026-08-14T02:54:41Z,iop0,110115592,455300608
2026-08-14T02:54:51Z,iop0,103542788,454668928
2026-08-14T02:55:01Z,iop0,95307580,448856832
2026-08-14T02:55:11Z,iop0,90574940,445330048
2026-08-14T02:55:21Z,iop0,87425524,441837056
2026-08-14T02:55:31Z,iop0,89258356,438636800
2026-08-14T02:55:41Z,iop0,89434120,435108992
2026-08-14T02:55:51Z,iop0,86694460,434589696
2026-08-14T02:56:01Z,iop0,85362808,433524864
2026-08-14T02:56:11Z,iop0,89378048,432738944
2026-08-14T02:56:21Z,iop0,86220264,431783808
2026-08-14T02:56:31Z,iop0,86518496,431783680
2026-08-14T02:56:41Z,iop0,86059376,430510336
2026-08-14T02:56:51Z,iop0,87849816,429036672
2026-08-14T02:57:01Z,iop0,87728076,427624960
2026-08-14T02:57:11Z,iop0,89319900,426126720
2026-08-14T02:57:21Z,iop0,89368792,424786048
2026-08-14T02:57:31Z,iop0,89410976,423895936
2026-08-14T02:57:41Z,iop0,89375864,423575296
2026-08-14T02:57:51Z,iop0,89186792,418929920
2026-08-14T02:58:01Z,iop0,89615656,417336448
2026-08-14T02:58:11Z,iop0,88155700,416045568
2026-08-14T02:58:21Z,iop0,89544380,415208320
2026-08-14T02:58:31Z,iop0,89236200,414184704
2026-08-14T02:58:41Z,iop0,89064436,412806528
2026-08-14T02:58:51Z,iop0,89438680,411781376
2026-08-14T02:59:01Z,iop0,89100700,411186816
2026-08-14T02:59:11Z,iop0,88654272,410509824
2026-08-14T02:59:21Z,iop0,90445300,409517568
2026-08-14T02:59:31Z,iop0,89470260,408549248
2026-08-14T02:59:41Z,iop0,88953564,407156224
2026-08-14T02:59:51Z,iop0,89118068,406137088
2026-08-14T03:00:01Z,iop0,89282220,405216256
2026-08-14T03:00:11Z,iop0,89735860,404797952
2026-08-14T03:00:21Z,iop0,89808612,404797824
2026-08-14T03:00:31Z,iop0,96515176,404797824
2026-08-14T03:00:41Z,iop0,96103972,404792192
2026-08-14T03:00:51Z,iop0,96560904,404769536
2026-08-14T03:01:01Z,iop0,96213280,403598464
2026-08-14T03:01:11Z,iop0,86397568,403576960
2026-08-14T03:01:21Z,iop0,85306292,403556352
2026-08-14T03:01:31Z,iop0,85336344,403555584
2026-08-14T03:01:41Z,iop0,84948568,403555328
2026-08-14T03:01:51Z,iop0,86425908,403556480
2026-08-14T03:02:01Z,iop0,86602864,403540096
2026-08-14T03:02:11Z,iop0,85787440,403556480
2026-08-14T03:02:21Z,iop0,86673552,403555072
2026-08-14T03:02:31Z,iop0,86458868,403556352
2026-08-14T03:02:41Z,iop0,86559480,403555712
2026-08-14T03:02:51Z,iop0,86672572,403555712
2026-08-14T03:03:01Z,iop0,86936532,403555200
2026-08-14T03:03:11Z,iop0,83427940,403555200
2026-08-14T03:03:21Z,iop0,82138852,403554816
2026-08-14T03:03:31Z,iop0,82561452,403555072
2026-08-14T03:03:41Z,iop0,83416716,403555072
2026-08-14T03:03:51Z,iop0,84908948,403554560
2026-08-14T03:04:01Z,iop0,86574524,403554944
2026-08-14T03:04:11Z,iop0,86492124,403554816
2026-08-14T03:04:21Z,iop0,86469020,403554944
2026-08-14T03:04:31Z,iop0,86479604,403554944
2026-08-14T03:04:41Z,iop0,86605332,403554688
2026-08-14T03:04:51Z,iop0,86472904,403550336
2026-08-14T03:05:01Z,iop0,85078088,403554944
2026-08-14T03:05:11Z,iop0,86809380,403522176
2026-08-14T03:05:21Z,iop0,86274056,403543680
2026-08-14T03:05:31Z,iop0,86734936,403539840
2026-08-14T03:05:41Z,iop0,86580580,403554432
2026-08-14T03:05:51Z,iop0,86750204,403526528
2026-08-14T03:06:01Z,iop0,86356736,403555840
2026-08-14T03:06:11Z,iop0,86625996,403539456
2026-08-14T03:06:21Z,iop0,86957244,403555968
2026-08-14T03:06:31Z,iop0,85365896,403555968
2026-08-14T03:06:41Z,iop0,86655900,403555968
2026-08-14T03:06:51Z,iop0,86653488,403556096
2026-08-14T03:07:01Z,iop0,86465912,403556096
2026-08-14T03:07:12Z,iop0,86642328,403556096
2026-08-14T03:07:22Z,iop0,86751256,403556224
2026-08-14T03:07:32Z,iop0,86949808,403556480
2026-08-14T03:07:42Z,iop0,87050248,403556736
2026-08-14T03:07:52Z,iop0,94380620,403556480
2026-08-14T03:08:02Z,iop0,95280880,403556096
2026-08-14T03:08:12Z,iop0,91642748,403525248
2026-08-14T03:08:22Z,iop0,87239640,403526528
2026-08-14T03:08:32Z,iop0,85624804,403526272
2026-08-14T03:08:42Z,iop0,85578512,403526656
2026-08-14T03:08:52Z,iop0,87063264,403526784
2026-08-14T03:09:02Z,iop0,86844828,403526784
2026-08-14T03:09:12Z,iop0,87115988,403525632
2026-08-14T03:09:22Z,iop0,87104164,403525376
2026-08-14T03:09:32Z,iop0,84345216,403524096
2026-08-14T03:09:42Z,iop0,87112552,403521792
2026-08-14T03:09:52Z,iop0,84589196,403509760
2026-08-14T03:10:02Z,iop0,85561760,403509248
2026-08-14T03:10:12Z,iop0,83402104,403500032
2026-08-14T03:10:22Z,iop0,85556252,403500160
2026-08-14T03:10:32Z,iop0,82923564,403525120
2026-08-14T03:10:42Z,iop0,85514452,403524992
2026-08-14T03:10:52Z,iop0,87247380,403525120
2026-08-14T03:11:02Z,iop0,86847840,403525120
2026-08-14T03:11:12Z,iop0,86493100,403524992
2026-08-14T03:11:22Z,iop0,86986296,403509760
2026-08-14T03:11:32Z,iop0,86959324,403493120
2026-08-14T03:11:42Z,iop0,87003728,403525376
2026-08-14T03:11:52Z,iop0,87144980,403525120
2026-08-14T03:12:02Z,iop0,87053908,403524992
2026-08-14T03:12:12Z,iop0,86876076,403524992
2026-08-14T03:12:22Z,iop0,86487800,403525120
2026-08-14T03:12:32Z,iop0,86713960,403525632
2026-08-14T03:12:42Z,iop0,87214144,403525504
2026-08-14T03:12:52Z,iop0,87125804,403526016
2026-08-14T03:13:02Z,iop0,86824636,403526144
2026-08-14T03:13:12Z,iop0,86442124,403526144
2026-08-14T03:13:22Z,iop0,87243316,403526144
2026-08-14T03:13:32Z,iop0,86834940,403526272
2026-08-14T03:13:42Z,iop0,86752548,403526272
2026-08-14T03:13:52Z,iop0,87014788,403516928
2026-08-14T03:14:02Z,iop0,87436228,403526528
2026-08-14T03:14:12Z,iop0,87543972,403526528
2026-08-14T03:14:22Z,iop0,93915184,403526400
2026-08-14T03:14:32Z,iop0,94080148,403529088
2026-08-14T03:14:42Z,iop0,89211604,403524992
2026-08-14T03:14:52Z,iop0,86710852,403531392
2026-08-14T03:15:02Z,iop0,85707008,403531136
2026-08-14T03:15:12Z,iop0,85893380,403529344
2026-08-14T03:15:22Z,iop0,85864616,403531520
2026-08-14T03:15:32Z,iop0,87424032,403531648
2026-08-14T03:15:42Z,iop0,87349976,403531648
2026-08-14T03:15:52Z,iop0,87027152,403531648
2026-08-14T03:16:02Z,iop0,87165404,403528320
2026-08-14T03:16:12Z,iop0,87222128,403531392
2026-08-14T03:16:22Z,iop0,87339092,403518464
2026-08-14T03:16:32Z,iop0,87511864,403518336
2026-08-14T03:16:42Z,iop0,87294592,403530240
2026-08-14T03:16:52Z,iop0,85368160,403530240
2026-08-14T03:17:02Z,iop0,82812708,403530240
2026-08-14T03:17:12Z,iop0,84213544,403530240
2026-08-14T03:17:22Z,iop0,82635324,403529728
2026-08-14T03:17:32Z,iop0,86002632,403529984
2026-08-14T03:17:42Z,iop0,87475576,403529984
2026-08-14T03:17:52Z,iop0,87345196,403529856
2026-08-14T03:18:02Z,iop0,87254176,403530112
2026-08-14T03:18:12Z,iop0,87685752,403499904
2026-08-14T03:18:22Z,iop0,87531980,403526272
2026-08-14T03:18:32Z,iop0,86617304,403526144
2026-08-14T03:18:42Z,iop0,85740888,403529856
2026-08-14T03:18:52Z,iop0,87339232,403529728
2026-08-14T03:19:02Z,iop0,87525932,403529856
2026-08-14T03:19:12Z,iop0,87007988,403513472
2026-08-14T03:19:22Z,iop0,86953240,403529856
2026-08-14T03:19:32Z,iop0,87581128,403518336
2026-08-14T03:19:42Z,iop0,87489632,403531008
2026-08-14T03:19:52Z,iop0,87347228,403531008
2026-08-14T03:20:02Z,iop0,86416400,403531264
2026-08-14T03:20:12Z,iop0,85736856,403517312
2026-08-14T03:20:22Z,iop0,87510148,403501696
2026-08-14T03:20:32Z,iop0,87569524,403501952
2026-08-14T03:20:42Z,iop0,87198116,403531136
2026-08-14T03:20:52Z,iop0,87089952,403531136
2026-08-14T03:21:02Z,iop0,87724528,403531392
2026-08-14T03:21:12Z,iop0,87853332,403531392
2026-08-14T03:21:22Z,iop0,94520484,403531392
2026-08-14T03:21:32Z,iop0,94385128,403531648
2026-08-14T03:21:42Z,iop0,94273496,403538176
2026-08-14T03:21:52Z,iop0,87557252,403532032
2026-08-14T03:22:03Z,iop0,87550432,403532032
2026-08-14T03:22:13Z,iop0,85587120,403531904
2026-08-14T03:22:23Z,iop0,86058144,403532416
2026-08-14T03:22:33Z,iop0,88069424,403532160
2026-08-14T03:22:43Z,iop0,87829440,403532160
2026-08-14T03:22:53Z,iop0,87859424,403532288
2026-08-14T03:23:03Z,iop0,87933164,403531392
2026-08-14T03:23:13Z,iop0,87910732,403531136
2026-08-14T03:23:23Z,iop0,88030780,403531008
2026-08-14T03:23:33Z,iop0,84965992,403531136
2026-08-14T03:23:43Z,iop0,85609256,403531136
2026-08-14T03:23:53Z,iop0,86485480,403531008
